article_id,journal,final_publication_year,source_folder_year,title,doi,source_integrity_status,md_available,word_count,heading_count,has_abstract_heading,has_introduction_heading,has_literature_heading,has_data_sample_heading,has_institution_background_heading,has_method_identification_heading,has_model_framework_heading,has_result_heading,has_robustness_extension_heading,has_mechanism_channel_heading,has_conclusion_heading,has_appendix_support_heading,has_references_heading
79dd1f99524c660d,JF,2020,2020,Declining Labor and Capital Shares,10.1111/jofi.12909,original_package_used,True,16755,46,True,False,True,True,False,False,True,True,True,False,True,True,True
e1f42815c3e8091c,JF,2020,2020,Do CEOs Matter? Evidence from Hospitalization Events,10.1111/jofi.12897,original_package_used,True,11683,29,True,False,False,True,False,False,False,True,True,True,True,False,True
c174737dd611bcc6,JF,2020,2020,Does Borrowing from Banks Cost More than Borrowing from the Market?,10.1111/jofi.12849,original_package_used,True,15028,33,True,False,False,True,False,False,True,True,True,False,True,True,True
2632d1bc7705962e,JF,2020,2020,Drilling and Debt,10.1111/jofi.12884,original_package_used,True,12887,28,True,False,False,True,True,False,False,True,True,True,True,True,True
06440896d9c4e130,JF,2020,2020,"Every Cloud Has a Silver Lining: Fast Trading, Microwave Connectivity, and Trading Costs",10.1111/jofi.12969,original_package_used,True,10242,25,True,False,False,True,True,False,False,True,True,False,True,True,True
4b71ad1799bc58f9,JF,2020,2020,False (and Missed) Discoveries in Financial Economics,10.1111/jofi.12951,original_package_used,True,18842,30,True,False,False,True,False,True,False,True,False,False,True,True,True
a1a73d5662b66489,JF,2020,2020,Glued to the TV: Distracted Noise Traders and Stock Market Liquidity,10.1111/jofi.12863,original_package_used,True,16209,39,True,False,True,True,True,True,False,True,True,True,True,True,True
0f474f612672bb16,JF,2020,2020,High-Frequency Trading and Market Performance,10.1111/jofi.12882,original_package_used,True,12666,25,True,False,True,False,False,False,True,True,True,True,True,True,True
7549b9488b5d9056,JF,2020,2020,Houses as ATMs: Mortgage Refinancing and Macroeconomic Uncertainty,10.1111/jofi.12842,original_package_used,True,19305,43,True,False,False,True,True,True,True,True,False,False,True,True,True
3142296e01fc3e76,JF,2020,2020,How Does Credit Supply Expansion Affect the Real Economy? The Productive Capacity and Household Demand Channels,10.1111/jofi.12869,original_package_used,True,14079,33,True,False,True,True,True,False,True,True,True,True,True,True,True
fe833c95a72f6f63,JF,2020,2020,How Skilled Are Security Analysts?,10.1111/jofi.12890,original_package_used,True,15513,32,True,False,False,True,False,False,True,False,False,True,True,True,True
da6a8a09dc28c240,JF,2020,2020,Informational Frictions and the Credit Crunch,10.1111/jofi.12900,original_package_used,True,13366,32,True,False,False,True,False,True,True,True,True,False,True,True,True
aadbb6e0a5666665,JF,2020,2020,Informed Trading and Intertemporal Substitution,10.1111/jofi.12857,original_package_used,True,6217,16,True,False,False,False,False,False,True,False,False,False,True,True,True
9fea3222f8a64efa,JF,2020,2020,Insider Investment Horizon,10.1111/jofi.12878,original_package_used,True,16506,45,True,False,False,True,False,True,False,True,True,False,True,True,True
62c02d60f92440d6,JF,2020,2020,Is Bitcoin Really Untethered?,10.1111/jofi.12903,original_package_used,True,15448,33,True,False,False,True,False,False,False,True,False,False,True,True,True
373c1293c280b9e4,JF,2020,2020,Lazy Prices,10.1111/jofi.12885,original_package_used,True,12977,26,True,False,True,True,True,False,False,True,True,True,True,True,True
6c425b9b90de354d,JF,2020,2020,Learning from Coworkers: Peer Effects on Individual Investment Decisions,10.1111/jofi.12830,original_package_used,True,14667,22,True,False,False,True,True,False,False,True,False,True,True,True,True
9d315a17e2f4952b,JF,2020,2020,Local Crowding-Out in China,10.1111/jofi.12966,original_package_used,True,15256,26,True,False,False,True,False,False,True,False,True,False,True,True,True
b4099f4146cf6a5f,JF,2020,2020,Low-Risk Anomalies?,10.1111/jofi.12910,original_package_used,True,15419,25,True,False,False,True,False,False,True,True,True,False,True,True,True
2ed5c65d91eb2b8b,JF,2020,2020,Market Structure and Transaction Costs of Index CDSs,10.1111/jofi.12953,original_package_used,True,13640,34,True,False,False,True,True,True,True,True,False,False,True,True,True
1037534aefeb150b,JF,2020,2020,Measuring Innovation and Product Differentiation: Evidence from Mutual Funds,10.1111/jofi.12853,original_package_used,True,14834,34,True,False,False,True,True,False,True,True,True,False,True,True,True
f0006a4723c6c051,JF,2020,2020,Measuring Mutual Fund Flow Pressure as Shock to Stock Returns,10.1111/jofi.12962,original_package_used,True,8627,18,True,False,False,False,False,False,True,True,True,False,True,True,True
e3b5481ac5b7dee3,JF,2020,2020,Monetary Policy and Global Banking,10.1111/jofi.12959,original_package_used,True,13488,19,True,False,False,True,True,False,True,True,False,False,True,True,True
113cb161324b1cee,JF,2020,2020,Necessary and Sufficient Conditions for Existence and Uniqueness of Recursive Utilities,10.1111/jofi.12877,original_package_used,True,12150,32,True,False,False,False,False,True,True,True,True,False,True,True,True
5a90297b82d325ee,JF,2020,2020,"No Job, No Money, No Refi: Frictions to Refinancing in a Recession",10.1111/jofi.12952,original_package_used,True,18479,41,True,False,True,True,True,True,False,True,False,True,True,True,True
772f7b85e3e5c05f,JF,2020,2020,On Comparing Asset Pricing Models,10.1111/jofi.12854,original_package_used,True,6677,22,True,False,False,False,False,True,True,False,False,False,True,True,True
21c127a52fbe0da8,JF,2020,2020,Option Profit and Loss Attribution and Pricing: A New Framework,10.1111/jofi.12894,original_package_used,True,17311,38,True,False,False,True,False,False,True,True,False,False,True,True,True
d903c29bb799e2e6,JF,2020,2020,"Pledgeability, Industry Liquidity, and Financing Cycles",10.1111/jofi.12831,original_package_used,True,17201,49,True,False,True,False,True,False,True,True,True,False,True,True,True
0deaed8efabc91e6,JF,2020,2020,Political Connections and the Informativeness of Insider Trades,10.1111/jofi.12899,original_package_used,True,12874,29,True,False,True,True,False,False,False,True,False,False,True,True,True
f4ebf40604ae04a5,JF,2020,2020,Price and Probability: Decomposing the Takeover Effects of Anti-Takeover Provisions,10.1111/jofi.12908,original_package_used,True,12599,25,True,False,False,True,True,True,True,True,False,False,True,True,True
95e0734400db18a5,JF,2020,2020,Relationship Trading in Over-the-Counter Markets,10.1111/jofi.12864,original_package_used,True,18524,29,True,False,False,True,False,True,True,True,True,False,True,True,True
63e5fafacd85c956,JF,2020,2020,Robust Inference for Consumption-Based Asset Pricing,10.1111/jofi.12855,original_package_used,True,15706,32,True,False,False,False,False,True,True,True,True,False,True,True,True
5e5cb867454ce2bc,JF,2020,2020,Safety Transformation and the Structure of the Financial System,10.1111/jofi.12967,original_package_used,True,13837,41,True,False,False,False,False,False,True,True,True,False,True,True,True
c5990dcbb0c2d2a7,JF,2020,2020,"Securitization, Ratings, and Credit Supply",10.1111/jofi.12866,original_package_used,True,15684,43,True,False,True,False,False,False,True,True,False,False,True,True,True
9a0dc52041cfd8db,JF,2020,2020,Shorting in Speculative Markets,10.1111/jofi.12871,original_package_used,True,14700,28,True,False,False,False,False,False,True,True,False,True,True,True,True
ce8955b04a686b38,JF,2020,2020,"Sovereign Debt Portfolios, Bond Risks, and the Credibility of Monetary Policy",10.1111/jofi.12965,original_package_used,True,14286,41,True,False,False,False,False,False,True,True,False,False,True,True,True
142862690bf659e4,JF,2020,2020,Star Ratings and the Incentives of Mutual Funds,10.1111/jofi.12888,original_package_used,True,15212,34,True,False,False,False,False,False,True,True,False,False,True,True,True
20e00273cc5c6b09,JF,2020,2020,Stimulating Housing Markets,10.1111/jofi.12847,original_package_used,True,14804,32,True,False,False,True,True,True,False,True,True,False,True,True,True
e5a201a4c527cfbf,JF,2020,2020,Stock Market Returns and Consumption,10.1111/jofi.12968,original_package_used,True,13613,32,True,False,False,True,False,True,False,True,True,True,True,True,True
8d20a122bceaaa52,JF,2020,2020,Taming the Factor Zoo: A Test of New Factors,10.1111/jofi.12883,original_package_used,True,15111,26,True,False,False,True,True,True,True,True,True,False,True,True,True
2a6f4581e510235a,JF,2020,2020,Tax-Efficient Asset Management: Evidence from Equity Mutual Funds,10.1111/jofi.12843,original_package_used,True,12187,33,True,False,False,True,False,True,True,True,False,False,True,True,True
292831de0565d901,JF,2020,2020,The Banking View of Bond Risk Premia,10.1111/jofi.12949,original_package_used,True,14047,33,True,False,False,True,False,True,True,True,True,False,True,True,True
203a158fe3753f34,JF,2020,2020,The Causal Effect of Limits to Arbitrage on Asset Pricing Anomalies,10.1111/jofi.12947,original_package_used,True,15092,36,True,False,False,True,True,False,False,True,True,False,True,True,True
5d0e72daaf9e00b7,JF,2020,2020,The Employment Effects of Faster Payment: Evidence from the Federal Quickpay Reform,10.1111/jofi.12955,original_package_used,True,12620,29,True,False,False,True,False,True,True,True,False,False,True,True,True
39d404d89a81a021,JF,2020,2020,The Forced Safety Effect: How Higher Capital Requirements Can Increase Bank Lending,10.1111/jofi.12958,original_package_used,True,13786,27,True,False,True,False,True,False,True,True,True,True,True,True,True
180471119f3f7777,JF,2020,2020,The Impact of Salience on Investor Behavior: Evidence from a Natural Experiment,10.1111/jofi.12851,original_package_used,True,11447,23,True,False,False,True,False,True,False,True,True,True,True,True,True
d41e85d50dd4ba29,JF,2020,2020,The Impact of Supervision on Bank Performance,10.1111/jofi.12964,original_package_used,True,15695,29,True,False,False,False,False,True,False,True,True,True,True,True,True
60e36b2890004116,JF,2020,2020,The Insurance Is the Lemon: Failing to Index Contracts,10.1111/jofi.12856,original_package_used,True,17194,23,True,False,False,False,False,False,True,True,True,False,True,True,True
9d5c4c37cc3c389e,JF,2020,2020,The Market for Conflicted Advice,10.1111/jofi.12848,original_package_used,True,14268,27,True,False,True,False,True,False,True,False,True,True,True,True,True
706f65ef54380113,JF,2020,2020,The Mismatch Between Mutual Fund Scale and Skill,10.1111/jofi.12950,original_package_used,True,10808,41,True,False,False,True,False,True,True,True,True,False,True,True,True
64e5d9a5c97f1ccd,JF,2020,2020,The Value of Central Clearing,10.1111/jofi.12902,original_package_used,True,11719,30,True,False,False,True,True,True,True,True,False,True,True,True,True
7deba7eb9a56cfea,JF,2020,2020,Trading Against the Random Expiration of Private Information: A Natural Experiment,10.1111/jofi.12844,original_package_used,True,11981,22,True,False,False,True,True,False,True,True,False,False,True,True,True
ccff3814bd67854c,JF,2020,2020,Understanding Systematic Risk: A High-Frequency Approach,10.1111/jofi.12898,original_package_used,True,12775,25,True,False,False,True,False,True,True,True,False,False,True,True,True
a6b878b5db418d6f,JF,2020,2020,Venturing beyond the IPO: Financing of Newly Public Firms by Venture Capitalists,10.1111/jofi.12879,original_package_used,True,13855,21,True,False,False,True,False,False,False,False,False,False,True,True,True
f44d602516fe4780,JF,2020,2020,What Drives Anomaly Returns?,10.1111/jofi.12876,original_package_used,True,13877,32,True,False,False,True,False,True,True,True,True,False,True,True,True
e611630201fc26f2,JF,2020,2020,What Is a Patent Worth? Evidence from the U.S. Patent “Lottery”,10.1111/jofi.12867,original_package_used,True,13158,36,True,False,False,True,True,True,False,True,False,False,True,True,True
cdefe98dc5da93d1,JF,2020,2020,What Matters to Individual Investors? Evidence from the Horse’s Mouth,10.1111/jofi.12895,original_package_used,True,14832,23,True,False,False,True,True,False,False,True,False,False,True,True,True
09a8c687fb88f0ef,JF,2020,2020,Why Don’t We Agree? Evidence from a Social Network of Investors,10.1111/jofi.12852,original_package_used,True,17390,45,True,False,False,True,False,True,True,True,True,False,True,True,True
744272198e442410,JF,2020,2020,Words Speak Louder without Actions,10.1111/jofi.12834,original_package_used,True,13647,22,True,False,False,False,False,False,True,True,True,False,True,True,True
bc696a6281488af2,JF,2021,2021,A Dynamic Model of Optimal Creditor Dispersion,10.1111/jofi.12974,original_package_used,True,16073,27,True,False,False,False,False,False,True,False,False,False,True,True,True
67ccc82de5042997,JF,2021,2021,A Theory of Zombie Lending,10.1111/jofi.13022,original_package_used,True,17206,33,True,False,True,False,False,False,True,False,True,False,True,True,True
7d02bfd9f58d45ea,JF,2021,2021,A Unified Model of Firm Dynamics with Limited Commitment and Assortative Matching,10.1111/jofi.12980,original_package_used,True,13778,35,True,False,False,True,False,False,True,True,False,False,True,True,True
2fe2ba74f8ff4bff,JF,2021,2021,Anonymous Trading in Equities,10.1111/jofi.12988,original_package_used,True,16361,34,True,False,False,True,True,True,True,True,True,True,True,True,True
4e3ccfc0569110b4,JF,2021,2021,Are CEOs Different?,10.1111/jofi.13019,original_package_used,True,10310,28,True,False,False,True,False,False,False,True,False,False,True,True,True
ff36c27609d6aff7,JF,2021,2021,Asset Managers: Institutional Performance and Factor Exposures,10.1111/jofi.13026,original_package_used,True,13265,30,True,False,False,True,True,False,False,True,False,False,True,True,True
2377cee39ab222a4,JF,2021,2021,Asset Pricing and Sports Betting,10.1111/jofi.13082,original_package_used,True,20879,46,True,False,False,True,False,False,True,True,True,False,True,True,True
73a16d2e5651b9d7,JF,2021,2021,Banking on Deposits: Maturity Transformation without Interest Rate Risk,10.1111/jofi.13013,original_package_used,True,18568,41,True,False,True,True,False,True,True,True,True,False,True,True,True
d56b44c4a1351c16,JF,2021,2021,Can the Market Multiply and Divide? Non-Proportional Thinking in Financial Markets,10.1111/jofi.13059,original_package_used,True,15421,43,True,False,False,True,True,False,True,True,True,True,True,True,True
d46496e08c3a37cf,JF,2021,2021,Currency Mispricing and Dealer Balance Sheets,10.1111/jofi.13079,original_package_used,True,15603,35,True,False,False,True,True,True,True,True,True,False,True,True,True
f6733782f94452a0,JF,2021,2021,Do Household Wealth Shocks Affect Productivity? Evidence from Innovative Workers During the Great Recession,10.1111/jofi.12976,original_package_used,True,19779,40,True,False,False,True,False,True,False,True,True,True,True,True,True
236dd28250f0e9a8,JF,2021,2021,Do Intermediaries Matter for Aggregate Asset Prices?,10.1111/jofi.13086,original_package_used,True,15694,41,True,False,True,True,False,True,True,True,True,False,True,True,True
f2003f88b41c9402,JF,2021,2021,Do Physiological and Spiritual Factors Affect Economic Decisions?,10.1111/jofi.13032,original_package_used,True,14278,26,True,False,False,True,True,False,False,True,True,True,True,True,True
2703e71f08dcdcb7,JF,2021,2021,Don’t Take Their Word for It: The Misclassification of Bond Mutual Funds,10.1111/jofi.13023,original_package_used,True,10572,26,True,False,False,True,False,False,False,True,False,False,True,True,True
43b34cba8a86e000,JF,2021,2021,Economic Stimulus at the Expense of Routine-Task Jobs,10.1111/jofi.13080,original_package_used,True,16936,46,True,False,False,True,True,True,True,True,True,False,True,True,True
4a2fb3e00bb89945,JF,2021,2021,Equilibrium Asset Pricing with Leverage and Default,10.1111/jofi.12987,original_package_used,True,13311,46,True,False,False,True,False,False,True,True,False,False,True,True,True
a4577008a477036d,JF,2021,2021,Financial Fragility with SAM?,10.1111/jofi.12992,original_package_used,True,17822,69,True,False,False,False,False,False,True,True,True,False,True,True,True
54cc7761301f96dc,JF,2021,2021,Fire-Sale Spillovers and Systemic Risk,10.1111/jofi.13010,original_package_used,True,15525,31,True,False,False,True,False,True,True,True,True,False,True,True,True
50db52d7babbd603,JF,2021,2021,Fire-Sale Spillovers in Debt Markets,10.1111/jofi.13078,original_package_used,True,14965,25,True,False,False,True,False,True,False,True,True,True,True,True,True
362deeb0af689333,JF,2021,2021,"For Richer, for Poorer: Bankers’ Liability and Bank Risk in New England, 1867 to 1880",10.1111/jofi.13011,original_package_used,True,21809,46,True,False,False,True,True,False,True,True,True,False,True,True,True
654cb1c9f1539200,JF,2021,2021,Foreign Safe Asset Demand and the Dollar Exchange Rate,10.1111/jofi.13003,original_package_used,True,14384,33,True,False,True,True,False,True,True,False,False,False,True,True,True
7d5bdc25b36eec17,JF,2021,2021,How Debit Cards Enable the Poor to Save More,10.1111/jofi.13021,original_package_used,True,16384,39,True,False,False,True,True,True,False,True,False,True,True,True,True
c311f1bf89df827e,JF,2021,2021,"Inalienable Customer Capital, Corporate Liquidity, and Stock Returns",10.1111/jofi.12960,original_package_used,True,20118,66,True,False,True,True,False,False,True,True,True,True,True,True,True
e124dcc2c91af556,JF,2021,2021,"Inequality Aversion, Populism, and the Backlash against Globalization",10.1111/jofi.13081,original_package_used,True,17160,37,True,False,False,True,False,False,True,True,True,False,True,True,True
2a221a4b992160b3,JF,2021,2021,"Information Asymmetry, Mispricing, and Security Issuance",10.1111/jofi.13066,original_package_used,True,12288,34,True,False,False,True,False,False,False,True,True,True,True,True,True
248aa7f0de8f96b6,JF,2021,2021,Information Consumption and Asset Pricing,10.1111/jofi.12975,original_package_used,True,9660,24,True,False,False,True,True,False,False,True,True,True,True,True,True
91cad5b2f876dfd3,JF,2021,2021,Information Inertia,10.1111/jofi.12979,original_package_used,True,13210,30,True,False,False,False,False,False,True,True,True,False,True,True,True
dab89c12a6696a1d,JF,2021,2021,Intermediation Variety,10.1111/jofi.13084,original_package_used,True,17178,42,True,False,False,False,False,False,True,True,True,False,True,True,True
607345eb9773bde2,JF,2021,2021,"Inventory Management, Dealers’ Connections, and Prices in Over-the-Counter Markets",10.1111/jofi.13034,original_package_used,True,16454,52,True,False,True,True,False,False,True,True,False,True,True,True,True
107dc78504a6342f,JF,2021,2021,Learning From Disagreement in the U.S. Treasury Bond Market,10.1111/jofi.12971,original_package_used,True,13136,28,True,False,False,True,False,False,True,False,True,True,True,True,True
56333e0163e7a0f7,JF,2021,2021,Leverage Dynamics without Commitment,10.1111/jofi.13001,original_package_used,True,18117,40,True,False,False,False,False,False,True,False,False,False,True,True,True
e3bcbe8823f8d73f,JF,2021,2021,Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,10.1111/jofi.13072,original_package_used,True,20905,39,True,False,False,True,True,True,True,True,True,False,True,True,True
c7a5cee7ad890c7d,JF,2021,2021,Leveraged Funds and the Shadow Cost of Leverage Constraints,10.1111/jofi.13012,original_package_used,True,15260,34,True,False,False,True,True,False,True,True,False,False,True,True,True
c22eba2ca8e4b4f7,JF,2021,2021,Limited Risk Sharing and International Equity Returns,10.1111/jofi.12994,original_package_used,True,11877,40,True,False,False,True,False,True,True,True,False,True,True,True,True
a3f900bd585489b6,JF,2021,2021,Liquidity Supply in the Corporate Bond Market,10.1111/jofi.12991,original_package_used,True,13899,36,True,False,False,True,True,True,True,True,True,False,True,True,True
421ecf8c3b76c992,JF,2021,2021,Model-Free International Stochastic Discount Factors,10.1111/jofi.12970,original_package_used,True,13460,34,True,False,False,True,True,False,True,True,True,False,True,True,True
38af377a6066e6e3,JF,2021,2021,Monetary Policy and Reaching for Income,10.1111/jofi.13004,original_package_used,True,16979,33,True,False,False,True,False,True,True,True,True,False,True,True,True
dc7e4e73eb87e184,JF,2021,2021,Mortgage Design in an Equilibrium Model of the Housing Market,10.1111/jofi.12963,original_package_used,True,20993,40,True,False,True,True,False,True,True,True,True,False,True,True,True
a2fdb5e1080fffcf,JF,2021,2021,"Mutual Fund Holdings of Credit Default Swaps: Liquidity, Yield, and Risk",10.1111/jofi.12996,original_package_used,True,14456,20,True,False,False,True,True,False,False,True,False,False,True,True,True
d3e72d7505f51b57,JF,2021,2021,Negative Home Equity and Household Labor Supply,10.1111/jofi.13070,original_package_used,True,12011,15,True,False,False,True,False,True,False,True,False,True,True,True,True
19e6e933020acfa4,JF,2021,2021,Out-of-Town Home Buyers and City Welfare,10.1111/jofi.13057,original_package_used,True,20637,68,True,False,False,True,False,False,True,True,True,True,True,True,True
4479626deb9225cd,JF,2021,2021,Partisan Professionals: Evidence from Credit Rating Analysts,10.1111/jofi.13083,original_package_used,True,18637,44,True,False,True,True,True,True,False,True,True,True,True,True,True
e0a660b3e717b0e8,JF,2021,2021,Property Rights to Client Relationships and Financial Advisor Incentives,10.1111/jofi.13058,original_package_used,True,12833,30,True,False,False,True,False,True,False,False,True,False,True,True,True
4d713a10ac97584c,JF,2021,2021,Prospect Theory and Stock Market Anomalies,10.1111/jofi.13061,original_package_used,True,18355,28,True,False,False,False,False,False,True,True,True,False,True,True,True
884af609fb3798b0,JF,2021,2021,"Public Thrift, Private Perks: Signaling Board Independence with Executive Pay",10.1111/jofi.12989,original_package_used,True,20386,30,True,False,False,False,False,False,True,True,False,False,True,True,True
1558598adfbeb282,JF,2021,2021,Real Estate Shocks and Financial Advisor Misconduct,10.1111/jofi.13067,original_package_used,True,13872,36,True,False,False,True,False,True,False,True,True,True,True,True,True
34b30fefe3e26c57,JF,2021,2021,Reinvestment Risk and the Equity Term Structure,10.1111/jofi.13035,original_package_used,True,14209,32,True,False,False,True,True,True,True,True,False,True,True,True,True
9150a80ba2d09b77,JF,2021,2021,Rent Extraction with Securities Plus Cash,10.1111/jofi.13018,original_package_used,True,16352,14,True,False,True,False,False,False,True,True,False,True,True,True,True
702fa18573bea1fb,JF,2021,2021,Sentiment Trading and Hedge Fund Returns,10.1111/jofi.13025,original_package_used,True,11770,33,True,False,False,True,False,False,False,True,True,True,True,True,True
88fc62d2538bf30d,JF,2021,2021,Structuring Mortgages for Macroeconomic Stability,10.1111/jofi.13056,original_package_used,True,19876,54,True,False,False,True,False,False,True,False,True,False,True,True,True
f091efd006e6ccaf,JF,2021,2021,Subjective Cash Flow and Discount Rate Expectations,10.1111/jofi.13016,original_package_used,True,18395,37,True,False,False,True,False,True,True,True,False,False,True,True,True
6445646db6d9d538,JF,2021,2021,Talent in Distressed Firms: Investigating the Labor Costs of Financial Distress,10.1111/jofi.13077,original_package_used,True,14157,27,True,False,False,True,False,False,False,True,True,False,True,True,True
ae8091c16a9a4295,JF,2021,2021,The Capitalization of Consumer Financing into Durable Goods Prices,10.1111/jofi.12977,original_package_used,True,15575,24,True,False,True,True,False,True,False,True,False,True,True,True,True
2663f1d23beebaa3,JF,2021,2021,The Cross Section of MBS Returns,10.1111/jofi.13055,original_package_used,True,16919,35,True,False,False,True,False,True,True,True,True,False,True,True,True
445e0948d15d8a2c,JF,2021,2021,The Economics of Hedge Fund Startups: Theory and Empirical Evidence,10.1111/jofi.13009,original_package_used,True,15121,29,True,False,False,True,False,False,True,True,True,True,True,True,True
e690b8aa2e12455f,JF,2021,2021,The Impact of Repossession Risk on Mortgage Default,10.1111/jofi.12990,original_package_used,True,9558,24,True,False,False,True,False,True,True,True,True,True,True,True,True
1b2838a65677ece4,JF,2021,2021,The Limits of Limited Liability: Evidence from Industrial Pollution,10.1111/jofi.12978,original_package_used,True,15426,36,True,False,False,True,True,True,False,True,True,True,True,True,True
a65a2189729fa36d,JF,2021,2021,The Limits of p-Hacking: Some Thought Experiments,10.1111/jofi.13036,original_package_used,True,11086,27,True,False,False,True,False,False,True,True,True,False,True,True,True
a0807933acdcf8cd,JF,2021,2021,The Misallocation of Finance,10.1111/jofi.13031,original_package_used,True,15547,32,True,False,False,True,False,True,True,True,True,False,True,True,True
4d7c6480d8986e98,JF,2021,2021,The Misguided Beliefs of Financial Advisors,10.1111/jofi.12995,original_package_used,True,11747,32,True,False,False,True,False,False,False,True,True,False,True,True,True
534b0f95c7a756d1,JF,2021,2021,"The Perception of Dependence, Investment Decisions, and Stock Prices",10.1111/jofi.12993,original_package_used,True,15454,25,True,False,False,False,False,False,True,True,True,False,True,True,True
f5879e668ce54aae,JF,2021,2021,The Private Production of Safe Assets,10.1111/jofi.12997,original_package_used,True,13195,39,True,False,False,True,False,True,True,False,True,True,True,True,True
8df91ff3c7da8b5a,JF,2021,2021,Time Variation of the Equity Term Structure,10.1111/jofi.13020,original_package_used,True,13004,41,True,False,False,True,False,True,True,True,True,False,True,True,True
6cba107f4b883ffe,JF,2021,2021,Tracking Retail Investor Activity,10.1111/jofi.13033,original_package_used,True,17345,33,True,False,False,True,True,True,False,True,True,False,True,True,True
73e5aa8e9fe06fdd,JF,2021,2021,Trading Costs and Informational Efficiency,10.1111/jofi.13008,original_package_used,True,18354,45,True,False,False,False,True,False,True,True,False,True,True,True,True
4281641a1457d165,JF,2021,2021,Valuing Private Equity Investments Strip by Strip,10.1111/jofi.13073,original_package_used,True,16982,41,True,False,False,True,False,True,True,False,False,False,True,True,True
37ffd1a914d9fc3d,JF,2021,2021,"Volatility, Valuation Ratios, and Bubbles: An Empirical Measure of Market Sentiment",10.1111/jofi.13068,original_package_used,True,12118,26,True,False,False,False,False,True,True,True,True,False,True,True,True
31d8a15ce416972a,JF,2021,2021,Weathering Cash Flow Shocks,10.1111/jofi.13024,original_package_used,True,15131,34,True,False,False,True,False,True,False,True,False,True,True,True,True
f089d31e00a5c23f,JF,2021,2021,What Explains Differences in Finance Research Productivity during the Pandemic?,10.1111/jofi.13028,original_package_used,True,16481,21,True,False,False,True,True,False,False,True,True,True,True,True,True
ce9ce7aa8988319a,JF,2021,2021,Who Wears the Pants? Gender Identity Norms and Intrahousehold Financial Decision-Making,10.1111/jofi.13002,original_package_used,True,13862,37,True,False,False,True,False,True,False,True,False,False,True,True,True
18485ee990839a44,JF,2022,2022,A New Test of Risk Factor Relevance,10.1111/jofi.13135,original_package_used,True,19958,40,True,False,True,True,False,False,True,True,True,True,True,True,True
303611e1c5961381,JF,2022,2022,A Theory of Equivalent Expectation Measures for Contingent Claim Returns,10.1111/jofi.13172,original_package_used,True,16514,22,True,False,False,False,False,False,True,False,True,False,True,True,True
5fd05d63f80580d9,JF,2022,2022,Anomalies and the Expected Market Return,10.1111/jofi.13099,original_package_used,True,14913,30,True,False,False,True,False,True,False,True,True,False,True,True,True
