journal,canonical_year,doi,title,subtype,selection_tier,selected_sections,teaching_function,transfer_limit,metadata_note
"JFE","2021","10.1016/j.jfineco.2021.05.043","The term structure of equity risk premia","time_series_macro","core","abstract; introduction; equity-yield construction; dividend-futures data; expected-return estimates; liquidity and bounds; conclusion","Organizes the paper around a disputed term-structure fact and makes instrument construction, liquidity and no-arbitrage bounds part of the evidence chain.","Dividend-strip samples are short and specialized; estimates should not be generalized to all horizons or historical regimes.",""
"JFE","2022","10.1016/j.jfineco.2021.10.006","Market efficiency in the age of big data","ml_prediction","core","abstract; introduction; high-dimensional learning model; in-sample prediction; out-of-sample prediction; pricing implications; conclusion","Connects investor learning and econometrician learning so that in-sample predictability, out-of-sample predictability and market efficiency are not rhetorically conflated.","Its asymptotic learning environment does not validate a particular real-world trading strategy or machine-learning implementation.",""
"JFE","2022","10.1016/j.jfineco.2021.08.017","Machine learning in the Chinese stock market","ml_prediction","supporting","abstract; introduction; data and methodology; out-of-sample results; variable importance; economic value; transaction costs and price limits; conclusion","Reports prediction separately for stocks and portfolios and keeps market-specific trading frictions in the main validation sequence.","China-specific ownership, liquidity and daily price limits make the predictor ranking and implementability evidence nonportable.",""
"JFE","2022","10.1016/j.jfineco.2021.12.007","A factor model for option returns","factor_sdf_model_tests","core","abstract; introduction; option-specific challenge; IPCA method; in-sample tests; out-of-sample tests; daily robustness; conclusion","Explains why short-lived options require conditional loadings before introducing the latent-factor method and evaluating pricing performance.","Latent IPCA factors improve fit but do not automatically supply an economic interpretation; option filters and return definitions remain consequential.",""
"JFE","2022","10.1016/j.jfineco.2022.07.010","Size-adapted bond liquidity measures and their asset pricing implications","theory_empirical_measurement","core","abstract; introduction; measurement problem; estimator construction; precision validation; asset-pricing applications; conclusion","Starts from trade-size-dependent measurement error and validates a revised liquidity measure before using it in pricing tests.","The correction is tailored to bond trade-size distributions and cannot be imported unchanged into equity or dealer-quote settings.",""
"JFE","2023","10.1016/j.jfineco.2023.103737","Machine learning and fund characteristics help to select mutual funds with positive alpha","fund_institutional_performance","core","abstract; introduction; fund data; prediction targets; machine-learning methods; out-of-sample portfolios; net alpha; conclusion","Defines an investor-facing prediction target and evaluates whether fund selection produces net out-of-sample alpha rather than only classifier accuracy.","Survivorship filters, characteristic availability, fees and model search limit any claim that the selected managers possess causal skill.",""
"JFE","2023","10.1016/j.jfineco.2022.10.006","Mutual fund performance at long horizons","fund_institutional_performance","core","abstract; introduction; horizon mismatch; theoretical predictions; simulations; annual and decade outcomes; conclusion","Shows why monthly arithmetic alpha and long-horizon investor wealth answer different questions and derives the appropriate comparison before reporting results.","Compound-return and benchmark choices are suitable for long-horizon wealth questions but do not replace monthly risk-adjusted evaluation in every application.",""
"JFE","2023","10.1016/j.jfineco.2022.10.002","Empirical evaluation of overspecified asset pricing models","factor_sdf_model_tests","supporting","abstract; introduction; overspecification taxonomy; set estimation; testing restrictions; empirical evaluation; conclusion","Names the exact nonuniqueness problem created by overspecified SDFs and aligns the identified set, test and empirical object with that failure.","The method addresses overspecification under its admissible-SDF framework and should not be presented as a remedy for every weak-identification problem.",""
"JFE","2024","10.1016/j.jfineco.2024.103949","Comparing factor models with price-impact costs","market_efficiency_limits_implementation","core","abstract; introduction; comparison criterion; price-impact model; empirical calibration; institutional scale; conclusion","Replaces frictionless Sharpe-ratio ranking with a utility comparison that internalizes price impact and makes investor scale part of model evaluation.","Rankings depend on the price-impact specification, risk aversion and assets under management; they are not universal model rankings.",""
"JFE","2025","10.1016/j.jfineco.2025.104138","Machine learning from a “Universe” of signals: The role of feature engineering","ml_prediction","core","abstract; introduction; real-time signal construction; methods; out-of-sample comparison; simple recursive benchmark; conclusion","Uses a raw real-time signal universe and a simple benchmark to show that apparent machine-learning gains can come from feature curation rather than the algorithm.","The conclusion concerns the tested signal libraries and implementations; it does not show that machine learning is generally inferior to simple rules.",""
"RFS","2020","10.1093/rfs/hhaa009","Empirical Asset Pricing via Machine Learning","ml_prediction","core","abstract; unheaded introduction; sample splitting; method comparison; out-of-sample evaluation; economic value; variable importance; conclusion","Defines return prediction as the common task across a broad method family and separates tuning, validation, statistical performance and portfolio value.","Prediction improvements do not identify economic mechanisms and the 1957–2016 stock universe reflects a particular data and computing era.",""
"RFS","2021","10.1093/rfs/hhab028","The Rate of Return on Real Estate: Long-Run Micro-Level Evidence","theory_empirical_measurement","core","abstract; unheaded introduction; return definitions; prior-measurement audit; archival data; income and total returns; asset-class benchmarks; conclusion","Makes measurement assumptions, expenses, income yields and holding returns visible before comparing real estate with other assets.","Oxbridge endowment properties before 1983 are not representative of modern households, leveraged investors or all commercial real estate.",""
"RFS","2020","10.1093/rfs/hhaa034","Production Networks and Stock Returns: The Role of Vertical Creative Destruction","theory_empirical_measurement","core","abstract; unheaded introduction; network measure; stylized facts; model; calibration; mechanism tests; conclusion","Orders the paper as new return facts, a general-equilibrium mechanism, quantitative discipline and additional predictions rather than fitting a model before establishing the fact.","The vertical-position measure and creative-destruction mechanism are production-network-specific and the calibration does not uniquely identify the model.",""
"RFS","2025","10.1093/rfs/hhaf045","Π-CAPM: The Classical CAPM with Probability Weighting and Skewed Assets","theory_empirical_measurement","supporting","abstract; unheaded introduction; primitives; equilibrium; pricing predictions; calibration; stock and option tests; conclusion","Adds one behavioral primitive to a familiar benchmark and maps each resulting prediction to a distinct empirical test.","Probability weighting and the skewed-asset environment are specific primitives; successful predictions do not establish a unique behavioral explanation.","Local MinerU OCR renders the Greek Π in the title and formulas as 5; use the publisher title Π-CAPM."
"RFS","2020","10.1093/rfs/hhaa018","Anomalies and False Rejections","return_facts_anomalies","core","abstract; unheaded introduction; multiple-testing framework; simulations; strategy universe; empirical application; conclusion","Makes selective reporting and the unseen strategy universe part of the estimand and evaluates alternative multiple-hypothesis controls in simulation before application.","The inferred false-discovery proportion depends on a model of researchers’ unobserved signal draws.",""
"RFS","2020","10.1093/rfs/hhy131","Replicating Anomalies","return_facts_anomalies","core","abstract; unheaded introduction; common replication protocol; microcap controls; multiple-testing adjustment; category diagnostics; conclusion","Uses one transparent construction protocol to show how microcaps, weighting and multiplicity change the apparent anomaly inventory.","Its encyclopedic length and 452-variable appendix are evidence infrastructure, not a prose-length template; replication choices remain contestable.",""
"RFS","2020","10.1093/rfs/hhz089","Comparing Cross-Section and Time-Series Factor Models","factor_sdf_model_tests","supporting","abstract; unheaded introduction; matched factor definitions; left-hand-side portfolios; model comparisons; conclusion","Creates a clean comparison by constructing cross-sectional analogues of familiar time-series factors and holding the test-asset question visible.","The comparison is concentrated on Fama–French-style factors and selected anomaly portfolios and should not define all factor-model evaluation.",""
"RFS","2020","10.1093/rfs/hhz064","Testing Beta-Pricing Models Using Large Cross-Sections","factor_sdf_model_tests","core","abstract; unheaded introduction; asymptotic failure; estimator and specification test; extensions; empirical application; conclusion","Explains why the conventional estimator fails when N is large and T fixed before presenting the correction, extensions and changed empirical conclusion.","The inference applies to a particular large-N fixed-T regime and is too specialized to serve as generic two-pass-regression prose.",""
"RFS","2021","10.1093/rfs/hhaa062","Bond Risk Premiums with Machine Learning","time_series_macro","core","abstract; unheaded introduction; research design; yield and macro forecasts; cross-maturity evidence; out-of-sample economic gains; interpretation; conclusion","Separates yield-only and macro-plus-yield forecasts and uses maturity-specific variable importance to connect prediction gains to macro-finance questions.","Nonlinear forecasting evidence and correlations with risk-aversion proxies do not by themselves identify a structural bond-pricing channel.",""
"RFS","2021","10.1093/rfs/hhaa026","Out-of-Sample Performance of Mutual Fund Predictors","fund_institutional_performance","core","abstract; unheaded introduction; predictor inclusion criteria; post-sample tests; panel evidence; arbitrage and competition; conclusion","Treats post-sample performance as a required validation object and investigates whether decay reflects original false discovery or changing competition.","A decline after the original sample does not by itself prove that the initial relation was spurious or fully arbitraged away.",""
"RFS","2021","10.1093/rfs/hhaa111","Thousands of Alpha Tests","factor_sdf_model_tests","supporting","abstract; unheaded introduction; false-discovery framework; observed and latent factors; missing data; in-sample and out-of-sample tests; conclusion","Builds a multiple-testing procedure around the actual alpha-estimation problem and keeps latent factors, missing data and out-of-sample behavior inside the validation design.","The method is designed for thousands of correlated tests and should not become a ritual threshold for a small prespecified hypothesis set.",""
"RFS","2022","10.1093/rfs/hhab117","Comomentum: Inferring Arbitrage Activity from Return Correlations","market_efficiency_limits_implementation","core","abstract; unheaded introduction; proxy construction; arbitrage validation; reversal forecasts; simple model; additional predictions; conclusion","Introduces an indirect measure only after stating the model prediction and validates it against arbitrage activity before using it to forecast destabilizing effects.","Comomentum is a proxy based on return correlations; its association with reversals is not direct causal evidence about arbitrageur trades.",""
"RFS","2022","10.1093/rfs/hhac026","Covered Interest Parity Arbitrage","market_efficiency_limits_implementation","core","abstract; unheaded introduction; rate measurement; implementable trades; institutional setting; dealer behavior; scalability; conclusion","Shows that a no-arbitrage claim begins with the funding rate actually available to traders and then distinguishes measured deviations from scalable profits.","Conclusions depend on bank- and currency-specific funding access; headline CIP bases are not uniform arbitrage opportunities.",""
"RFS","2023","10.1093/rfs/hhad042","Narrative Asset Pricing: Interpretable Systematic Risk Factors from News Text","ml_prediction","core","abstract; unheaded introduction; joint text-return model; regularization; pricing tests; out-of-sample tests; narrative interpretation; conclusion","Keeps factor construction, pricing performance and human interpretation as separate modules and retrieves source narratives after establishing statistical performance.","Topic labels and retrieved narratives are model-dependent associations rather than identified causal economic shocks.",""
"RFS","2023","10.1093/rfs/hhad017","Option Return Predictability with Machine Learning and Big Data","ml_prediction","core","abstract; unheaded introduction; nonlinear prediction problem; methods; out-of-sample performance; economic portfolios; information-friction and mispricing tests; conclusion","Moves from an option-specific prediction question through method comparison and portfolio evidence before testing competing sources of predictability.","Option filters, delta hedging and trading costs are consequential and predictive variables do not by themselves establish mispricing.",""
"RFS","2024","10.1093/rfs/hhae006","Unsmoothing Returns of Illiquid Funds","fund_institutional_performance","core","abstract; unheaded introduction; measurement failure; new unsmoothing method; hedge-fund application; real-estate application; conclusion","Shows how a measurement procedure mechanically changes estimated beta and alpha and validates it across two illiquid-fund settings.","The moving-average return process and illiquidity assumptions are asset-class-specific; unsmoothed returns remain estimates rather than observed payoffs.",""
