"journal","canonical_year","doi","title","subtype","selection_tier","selected_sections","teaching_function","transfer_limit","metadata_note"
"RFS","2021","10.1093/rfs/hhaa060","Do Neighborhoods Affect the Credit Market Decisions of Low-Income Borrowers? Evidence from the Moving to Opportunity Experiment","household_finance_rct","core","abstract; experimental design; long-run outcomes; mechanisms","Defines the causal object and treatment arms clearly, links random assignment to long-run credit records, and separates direct effects from income-related channels.","Mechanism language must remain tied to what the randomized treatment changes; subgroup differences alone are insufficient.",""
"RFS","2022","10.1093/rfs/hhab105","Does Career Risk Deter Potential Entrepreneurs?","causal_rdd_mechanisms","core","abstract; cutoff explanation; validity; rule-in and rule-out tests","Makes a cutoff design intuitive and evaluates two competing mechanism accounts with separate rule-out and rule-in evidence.","The local discontinuity effect cannot be generalized to all potential entrepreneurs.",""
"RFS","2023","10.1093/rfs/hhad036","Financial Crises and the Transmission of Monetary Policy to Consumer Credit Markets","intermediation_causal_iv","core","introduction; theory ambiguity; IV design; placebo; external validity","Uses competing model predictions to establish why the sign is ambiguous, then lets IV evidence, placebos, and channel tests resolve the question.","The institution and lender type limit representativeness beyond the studied consumer-credit market.",""
"RFS","2024","10.1093/rfs/hhae005","Digital Payments and Consumption: Evidence from the 2016 Demonetization in India","causal_did_iv","core","abstract; design; threat-driven validation; mechanisms; conclusion","Compresses the shock, first stage, main magnitude, persistence, and mechanism into the abstract and assigns tests to explicit parallel-trend and exclusion threats.","The demonetization shock is unusual; the number of robustness tests is not itself a quality target.",""
"RFS","2025","10.1093/rfs/hhaf041","How Does Removing the Tax Benefits of Debt Affect Firms? Evidence from the 2017 U.S. Tax Reform","causal_rdd_policy","core","abstract; validity; magnitude; falsification; conclusion","Keeps threshold validity, predetermined characteristics, alternative accounts, magnitudes, and falsifications in a coherent evidence order.","The estimand remains local to the threshold and the unusually long conclusion is not a length model.",""
"RFS","2021","10.1093/rfs/hhaa119","Bank Cleanups, Capitalization, and Lending: Evidence from India","intermediation_causal_policy","section_specific","abstract; policy tradeoff; channels; real effects","Shows how to state the intended informational benefit of a bank cleanup, the missing recapitalization condition, subsequent bank behavior, and real effects as one policy chain.","The institutional exercise and data are special, and the long evidence chain should not be treated as a generic causal-paper template.","Used instead of an online-2025/print-2026 candidate to keep the selected set within print years 2020–2025."
"RFS","2024","10.1093/rfs/hhad095","Bond Price Fragility and the Structure of the Mutual Fund Industry","asset_pricing_intermediation","core","abstract; framework; main results; mechanisms; alternatives; stabilizing evidence","Uses calibrated wording and moves from a framework to fragility evidence, mechanisms, alternatives, a policy shock, and offsetting stabilizing trades.","Mechanism evidence narrows interpretations but does not establish one exclusive causal channel.","Canonical year is 2024; the local source folder is 2023."
"RFS","2020","10.1093/rfs/hhaa034","Production Networks and Stock Returns: The Role of Vertical Creative Destruction","asset_pricing_theory_hybrid","core","stylized facts; model; quantitative mechanism; predictions; robustness","Connects two facts to a general-equilibrium mechanism, closed-form intuition, quantitative implications, predictions, and alternative explanations.","The long hybrid chain is useful when each layer is necessary; it is not a required amount of machinery.",""
"RFS","2024","10.1093/rfs/hhae010","A Dynamic Theory of Lending Standards","intermediation_theory","core","abstract; primitives; equilibrium; dynamics; externality; policy","Separates primitives, choices, equilibrium, steady state, dynamics, externalities, social optimum, and policy in a traceable theoretical progression.","The proof density and fine section hierarchy should not be imitated as a formatting target.",""
"RFS","2025","10.1093/rfs/hhaf045","Π-CAPM: The Classical CAPM with Probability Weighting and Skewed Assets","behavioral_asset_pricing_theory","section_specific","abstract; model nesting; prediction-to-test map","Shows how one model modification generates three discriminating predictions and maps each to stock, option, and correlation evidence.","The preference specification is specialized and the predictions are not a general behavioral-finance template.","Official OUP title verified; the local MinerU/index title misread Π as 5."
"JF","2021","10.1111/jofi.13055","The Cross Section of MBS Returns","asset_pricing_theory_empirical","core","abstract; introduction; data; theoretical predictions; empirical mapping; conclusion","Uses a simple pricing model to derive signed cross-sectional exposures, constructs the corresponding prepayment shocks, and then makes the theory-to-test mapping visible before estimating risk prices.","The segmented MBS market and specialized-investor interpretation are unusual; predicted exposure signs do not by themselves prove who prices the risk.",""
"JF","2024","10.1111/jofi.13364","Half Banked: The Economic Impact of Cash Management in the Marijuana Industry","causal_model_guided_empirical","core","abstract; introduction; institutional background; model; design; mechanism; conclusion","Turns an ordinarily ubiquitous service into an identifiable economic object, explains the unusual setting, and links price, quantity, cost, and profit margins through a model-guided empirical chain.","The marijuana-industry regulations, IV, and traceability data are setting-specific; the 40% profitability estimate should not be generalized to ordinary banking access.",""
"JF","2024","10.1111/jofi.13337","Nonstandard Errors","method_measurement_collaboration","section_specific","abstract; concept definition; project design; multiverse analysis; conclusion","Names a new source of empirical uncertainty, defines it by contrast with sampling error, and then gives repeated independent analyses, peer feedback, and a multiverse distinct evidentiary roles.","The 164-team design and unusually large author/front-matter block are not manuscript templates; use the concept-to-design architecture only.",""
"JF","2025","10.1111/jofi.13497","CEO Stress, Aging, and Death","causal_new_measurement","core","abstract; introduction; measurement; complementary designs; robustness; limitations; conclusion","Combines a novel machine-learning outcome with a longer-run mortality outcome and two sources of variation, while acknowledging that the latent stress mechanism is not directly measured.","Facial apparent age is a generated measure, and the two designs do not estimate an identical treatment; health interpretation must retain the paper's stated measurement limits.",""
"JF","2020","10.1111/jofi.12834","Words Speak Louder without Actions","pure_theory_communication","section_specific","abstract; introduction; mechanism intuition; applications; conclusion","States a counterintuitive result in plain language, explains the two mechanism channels before formal detail, and returns to applications without pretending they are empirical tests.","The principal-agent cheap-talk environment is specialized, and the memorable title or quotation should not become a generic theory-paper device.",""
"JFE","2020","10.1016/j.jfineco.2019.06.008","Shrinking the Cross-Section","asset_pricing_method","core","abstract; introduction; economic prior; methodology; out-of-sample evaluation; conclusion","Motivates high-dimensional shrinkage from an economic restriction, contrasts characteristic and principal-component sparsity, and makes out-of-sample performance the adjudicating evidence.","The accepted-manuscript layout is not a current production template, and ridge-style shrinkage is not automatically appropriate for every predictor universe.","MinerU retains an Accepted Manuscript front page; title, DOI, and year use the strict final-publication inventory."
"JFE","2020","10.1016/j.jfineco.2019.08.006","Empirical analysis of corporate tax reforms: What is the null and where did it come from?","theory_empirical_method_critique","section_specific","abstract; introduction; model; simulated experiments; power; empirical implications; conclusion","Shows how a theoretical model can interrogate the null, power, and welfare interpretation of a popular quasi-experimental design instead of treating a null estimate as decisive model rejection.","The dynamic tax model is a diagnostic for a specific class of reforms; simulations do not invalidate difference-in-differences generally.",""
"JFE","2024","10.1016/j.jfineco.2023.103763","Quantifying the impact of red tape on investment: A survey data approach","quantitative_measurement","core","abstract; introduction; survey measurement; identification; model mapping; robustness; conclusion","Makes respondent reporting behavior part of the measurement model, validates survey responses externally, and separates micro identification from aggregate model-implied costs.","GDP losses remain conditional on the reporting model, normality, and equilibrium structure; survey complaints are not direct observations of causal wedges.",""
"JFE","2025","10.1016/j.jfineco.2025.104129","Measurement and effects of bank exit policies","causal_measurement_policy","core","abstract; introduction; construct measurement; credit-supply design; real effects; external validity; conclusion","Builds and validates a policy-strength measure before using it, then sequences lender compliance, firm financing, substitution, operations, and aggregate emissions as distinct claims.","Coal is intentionally a high-exposure setting, the shift-share instrument has maintained assumptions, and estimated emissions changes are not a complete welfare calculation.",""
"JFE","2020","10.1016/j.jfineco.2020.05.001","Credit and Social Unrest: Evidence from 1930s China","historical_causal_empirical","section_specific","abstract; introduction; historical background; design; alternatives; external validity; conclusion","Compresses a historical shock and hand-collected outcomes into a clear causal chain and devotes the conclusion to magnitude-based external-validity conditions rather than a generic caveat.","The silver-standard shock and political outcomes are historically specific; modern relevance depends on credit-shock magnitude and labor mobility.","MinerU retains a Journal Pre-proof front page."
"RFS","2025","10.1093/rfs/hhaf006","Investor Memory","experimental_behavioral","core","abstract; introduction; multi-experiment design; beliefs; behavior; mechanism; robustness; conclusion","Uses three experiments cumulatively: first establish selective recall, then connect recalled outcomes to beliefs and choices, and finally test a motivational account.","The many subheadings reflect a multi-experiment design, not a general formatting target; laboratory memory mechanisms require care when extrapolating to field investors.",""
"RFS","2024","10.1093/rfs/hhae081","War Discourse and Disaster Premium: 160 Years of Evidence from the Stock Market","text_measurement_asset_pricing","core","abstract; introduction; method; data; out-of-sample tests; mechanisms; conclusion","Solves a rare-event sample problem with long-run text data, makes rolling estimation and semantic change central to look-ahead control, and separates prediction from rational and behavioral interpretations.","News discourse is an attention/perception proxy rather than objective disaster probability; a long historical sample does not eliminate model and semantic drift.",""
"RFS","2025","10.1093/rfs/hhae059","Is Capital Structure Irrelevant with ESG Investors?","theory_empirical_benchmark","section_specific","abstract; introduction; benchmark theorem; deviations; empirical tests; conclusion","Extends a familiar irrelevance benchmark with explicit conditions, then uses empirical deviations to diagnose inconsistent attribution or segmentation rather than discarding the benchmark.","The empirical evidence is described as suggestive, and a green-bond discount does not uniquely identify which benchmark condition fails.",""
"RFS","2022","10.1093/rfs/hhab094","A Theory of Liquidity Spillover between Bond and CDS Markets","pure_theory_market_liquidity","core","abstract; introduction; model; key ingredients; robustness; testable predictions; conclusion","Makes one changed assumption—endogenous participation—responsible for reversing the standard result, identifies the key ingredients, and derives observable bond/CDS implications.","The nondirected-search and participation environment is specific; policy statements about naked CDS bans remain model-dependent.",""
