journal,canonical_year,doi,title,subtype,selection_tier,selected_sections,teaching_function,transfer_limit,metadata_note
JF,2020,10.1111/jofi.12864,Relationship Trading in Over-the-Counter Markets,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; data; model; fit; counterfactuals; conclusion,Combines network facts with a structural relationship model while making repeat business and execution speed do distinct jobs.,The welfare result depends on estimated preferences and an insurer-dealer network; unbundling does not generally lower welfare.,
JF,2021,10.1111/jofi.13034,"Inventory Management, Dealers’ Connections, and Prices in Over-the-Counter Markets",dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; model; predictions; simulation; conclusion,Builds price formation from inventories and core-periphery connections and states interaction predictions rather than using generic centrality.,This is primarily a theory lesson with simulation; connectedness must not be treated as exogenous empirical variation.,
JF,2023,10.1111/jofi.13214,Do Municipal Bond Dealers Give Their Customers “Fair and Reasonable” Pricing?,dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; institutional setting; measurement; results; regulation; conclusion,Begins with same-bond same-day price dispersion validates strategic-pricing measures and evaluates whether dealer rules change markups.,Municipal retail trades and strategic-price measures are specialized; same-day dispersion alone does not establish exploitation.,
JF,2025,10.1111/jofi.13405,Decentralized Exchange: The Uniswap Automated Market Maker,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; protocol; framework; data; comparison; conclusion,Explains a new venue from protocol primitives and compares AMM and limit-order mechanisms using exhaustive transaction data.,Blockchain observability does not remove wash trading gas fees token quality or off-chain comparison problems.,
JF,2021,10.1111/jofi.13010,Fire-Sale Spillovers and Systemic Risk,networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; framework; estimation; decomposition; validation; conclusion,Converts a fire-sale sequence into a measurable vulnerability index and decomposes buildup into leverage adjustment illiquidity and concentration.,The index is scenario-based vulnerability rather than observed causal contagion; calibration choices must remain visible.,
JF,2023,10.1111/jofi.13213,A Model of Systemic Bank Runs,networks_runs_fire_sales_systemic_risk,core,abstract; introduction; setting; equilibrium; amplification; policy; conclusion,Uses linked creditor-coordination and interbank-price layers to explain systemic amplification and orders sections around the feedback loop.,The equilibrium mechanism is not direct evidence that a historical crisis followed the modeled path.,
JF,2024,10.1111/jofi.13390,Liquidity Transformation and Fragility in the U.S. Banking Sector,networks_runs_fire_sales_systemic_risk,core,abstract; introduction; theory; measurement; results; alternatives; conclusion,Defines transformation and fragility separately turns run predictions into deposit-flow tests and challenges information alternatives.,Flow-performance sensitivity can reflect information; the conclusion requires the full battery of alternative tests.,
JF,2022,10.1111/jofi.13127,Resource Allocation in Bank Supervision: Trade-Offs and Outcomes,regulation_fintech_market_design,core,abstract; introduction; model; data; identification; counterfactuals; conclusion,Treats supervisory hours as a scarce input estimates technology and revealed preferences and reserves counterfactual language for the model.,Revealed preferences are model-dependent and should not be recast as normative priorities or causal welfare estimates.,
JF,2024,10.1111/jofi.13303,Lender Automation and Racial Disparities in Credit Access,regulation_fintech_market_design,core,abstract; introduction; setting; design; mechanisms; alternatives; conclusion,Prestates cost capacity geography and human-bias channels and assigns distinct evidence blocks to each explanation.,PPP had government guarantees and emergency processing; automation effects need not generalize to ordinary underwriting.,
JF,2024,10.1111/jofi.13310,The Dark Side of Circuit Breakers,regulation_fintech_market_design,core,abstract; introduction; model; predictions; empirical analysis; welfare; conclusion,Pairs equilibrium theory with transaction data to show how a stabilizing rule can create a magnet effect and conditional welfare losses.,Empirical patterns support predictions but do not identify the whole welfare model; breaker design differs across markets.,
JFE,2021,10.1016/j.jfineco.2020.09.004,On the direct and indirect real effects of credit supply shocks,bank_nonbank_credit_supply,section_specific,abstract; introduction; data; identification; channels; conclusion,Constructs lender-specific shocks before network exposure and separates direct effects downstream propagation trade credit and prices.,Estimated shocks and input-output propagation rely on rich Spanish links; network exposure is not automatically exogenous.,
JFE,2023,10.1016/j.jfineco.2023.103719,Sorting out the effect of credit supply,bank_nonbank_credit_supply,core,abstract; introduction; motivating facts; model; implementation; decomposition; conclusion,Uses bank-borrower sorting as the motivating fact and quantifies how the distribution of bank costs changes aggregate lending.,The aggregate decomposition is structural and sorting-specific; it should not replace design-based estimates elsewhere.,
JFE,2024,10.1016/j.jfineco.2024.103797,How does competition affect retail banking? Quasi-experimental evidence from bank mergers,bank_nonbank_credit_supply,core,abstract; introduction; setting; design; prices/quantities; substitution; conclusion,Uses an antitrust threshold then reports deposit prices mortgage quantities small-business nulls and nonbank responses together.,The threshold and remedy institution are specific; product nulls and nonbank adjustment warn against one competition effect.,
JFE,2025,10.1016/j.jfineco.2025.104083,A quantitative analysis of bank lending relationships,bank_nonbank_credit_supply,core,abstract; introduction; facts; model; estimation; validation; counterfactuals; conclusion,Estimates relationship demand and uses model fit untargeted validation and competitive counterfactuals to quantify amplification.,Counterfactuals inherit the loan-demand system and model closure; do not present them as model-free evidence.,
JFE,2022,10.1016/j.jfineco.2022.07.009,Bank transparency and deposit flows,deposits_funding_capital_liquidity,section_specific,abstract; introduction; measurement; results; policy shock; robustness; conclusion,Moves from construct validity to depositor flows funding costs profitability and a policy shock while keeping implications distinct.,Transparency is constructed and much analysis is observational; policy claims should remain calibrated.,
JFE,2023,10.1016/j.jfineco.2023.04.007,Market power in wholesale funding: A structural perspective from the triparty repo market,deposits_funding_capital_liquidity,core,abstract; introduction; setting; facts; model; identification; results; conclusion,Builds repo facts before the model states identifying variation and translates dealer markdowns into funding spreads.,Triparty money funds and dealers are a niche; markdowns should not be generalized to all repo markets.,
JFE,2024,10.1016/j.jfineco.2023.103747,Liquidity regulation and banks: Theory and evidence,deposits_funding_capital_liquidity,core,abstract; introduction; setting; reduced form; model; welfare; conclusion,Combines regulatory evidence with a heterogeneous-bank model to trace risk reduction lending crowd-out migration and welfare.,Treatment and structural welfare depend on thresholds and assumptions; keep evidence layers labeled.,
JFE,2022,10.1016/j.jfineco.2021.12.010,Collateral and asymmetric information in lending markets,screening_contracting_collateral,core,abstract; introduction; data; model; estimation; counterfactuals; conclusion,Uses contract choice to distinguish adverse selection from moral hazard and clarifies why collateral can reveal rather than merely secure risk.,Collateral selection here does not imply that collateral always signals high or low borrower quality.,
JFE,2022,10.1016/j.jfineco.2021.05.057,Why are commercial loan rates so sticky? The effect of private information on loan spreads,screening_contracting_collateral,section_specific,abstract; introduction; data; empirical design; results; conclusion,Frames sticky spreads as an information problem and aligns within-relationship variation with that mechanism.,The evidence is about information and repricing in commercial lending; do not call all rate rigidity inefficiency.,
JFE,2025,10.1016/j.jfineco.2025.104056,Screening using a menu of contracts: A structural model for lending markets,screening_contracting_collateral,core,abstract; introduction; model; estimation; fit; counterfactuals; welfare; conclusion,Uses a contract menu to make screening operational documents fit and reports allocation and welfare under stated structure.,Welfare depends on menu restrictions and estimated types; model fit does not validate every counterfactual.,
JFE,2020,10.1016/j.jfineco.2020.06.013,"Dealers’ insurance, market structure, and liquidity",dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; model; comparative statics; calibration; conclusion,Makes dealer insurance the primitive and organizes liquidity implications around mechanism-specific comparative statics.,The mechanism is model-based; liquidity labels must match the dealer-insurance margin.,
JFE,2021,10.1016/j.jfineco.2021.01.001,The electronic evolution of corporate bond dealers,dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; institutional change; data; results; conclusion,Treats electronification as a change in dealer intermediation and compares execution inventory and customer access across regimes.,Electronification coincides with other changes; avoid treating adoption as randomly assigned.,
JFE,2022,10.1016/j.jfineco.2022.07.004,Price-setting in the foreign exchange swap market: Evidence from order flow,dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; setting; data; price setting; results; conclusion,Links FX swap quotes to order flow and balance-sheet constraints after defining the price-setting object.,Order flow may reflect information and hedging; interpretation requires institutional timing.,
JFE,2024,10.1016/j.jfineco.2024.103807,Siphoned apart: A portfolio perspective on order flow segmentation,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; model; empirical implications; welfare; conclusion,Explains segmentation through correlated order-flow portfolios so inventory management drives venue predictions.,The result depends on correlated flows and common market makers; it is not a universal argument for segmentation.,
JFE,2020,10.1016/j.jfineco.2020.05.006,Corporate bond mutual funds and asset fire sales,networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; data; identification; null evidence; conclusion,Challenges a familiar claim defines fundamental-value pressure carefully and puts identification and null evidence before limits.,A carefully identified null does not show that bond funds can never create fire-sale pressure.,
JFE,2021,10.1016/j.jfineco.2021.05.052,Anatomy of a liquidity crisis: Corporate bonds in the COVID-19 crisis,networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; setting; crisis timeline; market participants; conclusion,Uses a timeline to narrate shifting securities trade-size pricing inventories and liquidity providers without one omnibus spread.,COVID and Federal Reserve intervention are exceptional; descriptive anatomy is not a single-shock causal design.,
JFE,2024,10.1016/j.jfineco.2024.103899,Monetary tightening and U.S. bank fragility in 2023: Mark-to-market losses and uninsured depositor runs?,networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; methodology; framework; scenarios; robustness; conclusion,Combines asset valuation with uninsured funding and a run framework while separating exposure assumptions and aggregate risk.,Mark-to-market and run estimates are scenario calculations rather than realized systemwide losses.,
JFE,2020,10.1016/j.jfineco.2020.03.008,Swap Trading after Dodd-Frank: Evidence from Index CDS,regulation_fintech_market_design,core,abstract; introduction; setting; message data; model; results; conclusion,Starts from a venue mandate explains RFQ and order-book protocols and links dealer exposure to execution outcomes.,SEF rules and index CDS are specialized; message exposure is not execution quality everywhere.,
JFE,2024,10.1016/j.jfineco.2024.103871,"The death of a regulator: Strict supervision, bank lending, and business activity",regulation_fintech_market_design,core,abstract; introduction; setting; design; channels; real outcomes; conclusion,Uses regulator extinction then traces management capitalization lending and local activity as distinct channels.,The OTS transition bundles authority and organization; channel tests do not all share equal causal strength.,
JFE,2025,10.1016/j.jfineco.2025.104094,Price regulation in two-sided markets: Empirical evidence from debit cards,regulation_fintech_market_design,core,abstract; introduction; background; design; incidence; substitution; conclusion,Follows regulation around both platform sides and quantifies bank recovery card substitution merchant incidence and welfare limits.,Two-sided substitution is central; merchant savings or lower regulated prices alone cannot establish welfare.,
RFS,2020,10.1093/rfs/hhz112,Monetary Transmission through Shadow Banks,bank_nonbank_credit_supply,core,abstract; introduction; setting; data; model; mechanism; conclusion,Contrasts regulated and shadow intermediaries through clienteles and links policy to deposit substitution and fragility.,Money-market funds are the operative shadow deposits; do not extend the result to every nonbank intermediary.,
RFS,2021,10.1093/rfs/hhaa119,"Bank Cleanups, Capitalization, and Lending: Evidence from India",bank_nonbank_credit_supply,core,abstract; introduction; setting; design; mechanisms; real outcomes; conclusion,Uses an asset-quality review to show why disclosure without recapitalization can induce underinvestment and zombie lending.,The Indian review lacked a capital backstop; effects need not match cleanup programs with recapitalization.,
RFS,2022,10.1093/rfs/hhac034,The Rise of Finance Companies and FinTech Lenders in Small Business Lending,bank_nonbank_credit_supply,core,abstract; introduction; setting; new data; design; substitution; conclusion,Builds lender-type data before testing whether nonbank expansion offsets bank contraction in quantities and outcomes.,UCC coverage and the postcrisis window matter; offsetting quantities do not prove equivalent borrower welfare.,
RFS,2025,10.1093/rfs/hhaf024,Nonbank Lending and Credit Cyclicality,bank_nonbank_credit_supply,section_specific,abstract; introduction; setting; data; composition tests; model; conclusion,Compares banks and nonbanks over cycles uses matched borrowers to separate supply from composition and explains funding cyclicality.,Syndicated lending and government-supported bank funding define the comparison; it need not apply to all products.,
RFS,2021,10.1093/rfs/hhab062,How Did Depositors Respond to COVID-19?,deposits_funding_capital_liquidity,section_specific,abstract; introduction; data; design; alternatives; conclusion,Pairs branch deposit rates with quantities and alternatives to give a disciplined account of precautionary saving.,Local infections affect many behaviors; interpretation depends on within-bank comparisons and alternative tests.,
RFS,2023,10.1093/rfs/hhad039,Shocked by Bank Funding Shocks: Evidence from Consumer Credit Cards,deposits_funding_capital_liquidity,core,abstract; introduction; identification challenges; data; incidence; conclusion,Names the supply-demand challenges before estimation and reports limits substitution capacity borrowing and incidence sequentially.,The shock occurs in credit-card limits; do not generalize incidence to mortgages or business lending.,
RFS,2024,10.1093/rfs/hhad053,Banks as Liquidity Multipliers,deposits_funding_capital_liquidity,core,abstract; introduction; model; equilibrium; results; robustness; conclusion,Derives the liquidity multiplier from joint asset and deposit choices and conditions stability implications on the model.,The multiplier is a theorem under stated primitives rather than an empirical money multiplier estimate.,Final publication year 2024; recovered from the 2023 source-folder package.
RFS,2020,10.1093/rfs/hhaa031,"Safe Collateral, Arm’s-Length Credit: Evidence from the Commercial Real Estate Market",screening_contracting_collateral,section_specific,abstract; introduction; model; shutdown design; matched results; conclusion,Uses a market shutdown to test an ex ante matching model of collateral and creditor type and compares distress outcomes.,The CMBS shutdown and matching assumptions are particular to commercial real estate.,
RFS,2021,10.1093/rfs/hhaa142,Fintech Borrowers: Lax Screening or Cream-Skimming?,screening_contracting_collateral,section_specific,abstract; introduction; data; screening; ex-post outcomes; conclusion,Asks lax screening versus cream-skimming and separates borrower selection from post-origination performance.,Comparisons remain vulnerable to unobserved selection; higher default is not by itself proof of lax screening.,
RFS,2025,10.1093/rfs/hhaf080,Collateral Effects: The Role of FinTech in Small Business Lending,screening_contracting_collateral,core,abstract; introduction; setting; matching/IV; mechanisms; conclusion,Moves from a 13 percent credit response to investment pledging alternatives and an IV making complementarity the mechanism.,Matching and shift-share evidence have different assumptions; pledging is mechanism evidence not randomization.,
RFS,2020,10.1093/rfs/hhz040,Liquidity Provision Contracts and Market Quality: Evidence from the New York Stock Exchange,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; contract; RDD; liquidity dimensions; placebos; conclusion,Uses a contract discontinuity and reports depth spreads price improvement off-exchange effects and placebos together.,The NYSE threshold need not transfer to markets without off-venue provision.,
RFS,2021,10.1093/rfs/hhab004,Institutional Order Handling and Broker-Affiliated Trading Venues,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; data; matched designs; execution quality; conclusion,Addresses routing conflicts with discretion matched brokers matched child orders and an external venue constraint.,Routing discretion and affiliation are setting-specific; correlations alone should not be called causal.,
RFS,2023,10.1093/rfs/hhac062,OTC Intermediaries,dealer_otc_venues_orderflow_price_discovery,core,abstract; introduction; model; regulatory data; calibration; dealer exit; conclusion,Calibrates a core-periphery network to positions and makes dealer exit and risk-bearing the counterfactual objects.,Dealer-removal results depend on calibrated network and cost structure; they are not forecasts of a named failure.,
RFS,2023,10.1093/rfs/hhad028,When Do Low-Frequency Measures Really Measure Effective Spreads? Evidence from Equity and Foreign Exchange Markets,dealer_otc_venues_orderflow_price_discovery,section_specific,abstract; introduction; measurement; validation; applications; conclusion,Validates spread proxies against high-frequency benchmarks and turns measurement failure into empirical guidance.,Proxy performance varies with spread-to-volatility ratio; do not discard all low-frequency measures.,
RFS,2021,10.1093/rfs/hhab065,"Liquidity Restrictions, Runs, and Central Bank Interventions: Evidence from Money Market Funds",networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; setting; data; mechanisms; intervention; conclusion,Shows how state-contingent gates create complementarity and uses microdata to distinguish the run from stabilization.,The COVID run and 2016 rule are distinctive; prose cannot separate every crisis policy.,
RFS,2021,10.1093/rfs/hhaa115,Self-Fulfilling Fire Sales: Fragility of Collateralized Short-Term Debt Markets,networks_runs_fire_sales_systemic_risk,core,abstract; introduction; model; equilibrium; policy; conclusion,Develops a collateralized-debt run without sequential service and compares policies inside the equilibrium framework.,Policy rankings depend on the global-games equilibrium and collateral market; they are not treatment effects.,
RFS,2024,10.1093/rfs/hhad095,Bond Price Fragility and the Structure of the Mutual Fund Industry,networks_runs_fire_sales_systemic_risk,section_specific,abstract; introduction; framework; data; mechanisms; robustness; conclusion,Starts from internalization derives concentration predictions and uses trading prices mergers and policy evidence to narrow the channel.,Concentration may proxy for active views; mechanism requires merger and policy variation beyond baseline correlation.,Final publication year 2024; recovered from the 2023 source-folder package.
RFS,2021,10.1093/rfs/hhaa090,The Effect of Bank Supervision and Examination on Risk Taking: Evidence from a Natural Experiment,regulation_fintech_market_design,core,abstract; introduction; background; natural experiment; alternatives; conclusion,Uses a geographic relocation as a supervision-capacity shock and orders risk taking failure fiscal cost and alternatives.,The historical relocation is unusual; identical regulation does not ensure identical local shocks.,
RFS,2023,10.1093/rfs/hhac068,From Market Making to Matchmaking: Does Bank Regulation Harm Market Liquidity?,regulation_fintech_market_design,section_specific,abstract; introduction; model; comparative statics; robustness; welfare; conclusion,Shows regulation shifting dealers from market making to matchmaking through distinct competition immediacy cost and welfare margins.,The welfare reversal requires bank power plus internal and external competition; regulation does not generally improve liquidity.,
RFS,2024,10.1093/rfs/hhae005,Digital Payments and Consumption: Evidence from the 2016 Demonetization in India,regulation_fintech_market_design,core,abstract; introduction; data; identification; mechanisms; conclusion,Uses demonetization to induce adoption reports first stage and magnitude early and rules out four competing channels.,Demonetization cash dependence and supermarket transactions define the estimand; the channel may differ elsewhere.,
