journal,canonical_year,doi,title,subtype,selection_tier,selected_sections,teaching_function,transfer_limit,metadata_note
JF,2022,10.1111/jofi.13069,Borrowing to Save? The Impact of Automatic Enrollment on Debt,policy_discontinuity_household,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Shows how an enrollment rule can answer whether induced saving changes debt, with outcomes grouped by economic margin and a concise conclusion.",Automatic enrollment affects several household margins at once; reduced-form debt responses do not by themselves identify mental accounting.,
JF,2022,10.1111/jofi.13136,Do Firms Respond to Gender Pay Gap Transparency?,triple_did_diff_in_disc,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Combines triple differences with difference-in-discontinuities and organizes wages, mobility, promotion, and firm responses without treating one estimator as universal.",Multiple estimators address different comparisons and share policy-specific assumptions; their number is not cumulative proof of identification.,
JF,2022,10.1111/jofi.13074,The Loan Covenant Channel: How Bank Health Transmits to the Real Economy,multiple_designs_iv_banking,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Assigns nonparametric, regression, and IV designs distinct jobs; proceeds from loan adjustments to substitution, real effects, aggregate implications, and placebo tests.",The designs and aggregate exercise rely on special supervisory and covenant data; not every paper needs this many evidence layers.,
JF,2023,10.1111/jofi.13189,"Less Mainstream Credit, More Payday Borrowing? Evidence from Debt Collection Restrictions",did_border_policy_consumer_credit,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"States the debt-collection policy comparison, reports mainstream and payday credit margins in order, and attaches robustness checks to border and legislation threats.",Border and policy timing comparisons remain exposed to local concurrent changes; many robustness tables cannot establish one mechanism.,
JF,2023,10.1111/jofi.13263,Moral Hazard versus Liquidity in Household Bankruptcy,rkd_iv_household,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses separate RKD and IV variation to distinguish generosity-driven moral hazard from payment-driven liquidity, with interpretation adjacent to each design.",RKD and IV recover different local objects; their estimates should not be blended into a single population-wide causal effect.,
JF,2024,10.1111/jofi.13384,FinTech Credit and Entrepreneurial Growth,rdd_fintech_entrepreneurship,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Makes the approval cutoff intuitive, validates the discontinuity, benchmarks firm outcomes, and divides mechanisms into information and competing cost channels.",The credit-score cutoff yields a local approval effect and platform-specific information; it is not evidence for all FinTech borrowers.,
JF,2024,10.1111/jofi.13339,Goal Setting and Saving in the FinTech Era,did_matching_fintech_behavior,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Combines beta-tester evidence, matched DiD, parallel-trend assessment, placebo tests, survey evidence, and administrative outcomes to narrow behavioral explanations.","Beta access, matching, and DiD are not equally strong sources of variation, and post hoc target heterogeneity is not a mechanism by itself.",
JF,2024,10.1111/jofi.13322,Due Diligence,selection_structural_due_diligence,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Explains selection into due diligence through moments, estimation, bidder heterogeneity, and model-based interpretation; useful for causal-selection writing at the reduced-form boundary.",Structural selection results depend on maintained bidder and information assumptions; this is not a generic reduced-form causal template.,
JF,2025,10.1111/jofi.13462,What Is the Cost of Privatization for Workers?,stacked_did_privatisation,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses stacked DiD to place worker losses and productivity benefits in one policy chain, followed by alternative definitions, drivers, heterogeneity, and external validity.",The benefit-cost comparison is not a full welfare calculation; privatization timing and worker coverage limit transportability.,
JF,2025,10.1111/jofi.13404,Sending Out an SMS: Automatic Enrollment Experiments for Overdraft Alerts,rct_automatic_enrollment,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Separates experimental design, enrollment effects, charge outcomes, substitution across alerts, and prespecified heterogeneity in an automatic-enrollment setting.",Alert substitution and automatic enrollment are product-specific; heterogeneous treatment effects do not establish why every user responds.,
JFE,2020,10.1016/j.jfineco.2019.05.016,Potential Pilot Problems: Treatment Spillovers in Financial Regulatory Experiments,multiple_designs_spillovers,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Defines direct and indirect treatment effects before estimating them, making interference a central estimand issue instead of a late robustness footnote.",The paper is a warning about interference; estimates from partial regulatory pilots cannot be read as conventional no-spillover treatment effects.,
JFE,2020,10.1016/j.jfineco.2019.10.008,Medicaid and household savings behavior: New evidence from tax refunds,iv_household_savings,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Places the eligibility instrument next to the savings question and follows the average effect with robustness, financial-hardship heterogeneity, and a constrained-liquidity channel.",Eligibility and refund timing define the instrument and population; the financial-constraint evidence is supportive rather than formal mediation.,
JFE,2020,10.1016/j.jfineco.2020.03.007,CEOs’ Outside Opportunities and Relative Performance Evaluation: Evidence from a Natural Experiment,policy_natural_experiment_executive_pay,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses a natural experiment to separate outside opportunities from standard pay-performance stories, then places the principal alternative explanation in its own test block.",The outside-opportunity shock is context-specific and alternative RPE tests do not make executive-pay mechanisms universally causal.,
JFE,2021,10.1016/j.jfineco.2021.05.042,The role of high-skilled foreign labor in startup performance: Evidence from two natural experiments,multiple_designs_lottery_natural_experiments,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Gives two natural experiments nonredundant roles, reports intent-to-treat estimates explicitly, and separates falsification, robustness, and external validity.",The two shocks identify related but not identical populations and effects; triangulation does not justify pooling their estimates.,
JFE,2021,10.1016/j.jfineco.2021.03.001,Color and credit,matching_iv_credit_disparity,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses within-market matching, nationwide comparisons, applications, and originations as layered evidence while reporting economic significance and measurement alternatives.",Matching only balances observables and complaint measures are imperfect; racial disparity evidence requires careful causal and normative wording.,
JFE,2021,10.1016/j.jfineco.2020.09.004,On the direct and indirect real effects of credit supply shocks,multiple_designs_credit_supply_network,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Builds and validates a bank-specific credit-supply shock before estimating direct, network, price, and general-equilibrium effects; threats appear before outcome interpretation.",Shock construction and equilibrium decompositions rely on comprehensive firm-bank and network data; channels are not mutually exclusive.,
JFE,2022,10.1016/j.jfineco.2021.07.003,"Local banks, credit supply, and house prices",multiple_designs_iv_did_local_banking,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Leads with an IV specification, then uses DiD and additional outcomes as validation rather than presenting many specifications as interchangeable.",Local-bank exposure and housing markets may not transport elsewhere; the alternative DiD does not erase IV exclusion concerns.,
JFE,2022,10.1016/j.jfineco.2022.01.004,How much should we trust staggered difference-in-differences estimates?,staggered_did_method,core,abstract; introduction; method; simulations; recommendations; conclusion,"Explains why static and dynamic staggered-DiD coefficients can fail, compares alternative estimators, and ends with practical recommendations rather than a table catalogue.",This is a methods paper and not a license to choose an estimator mechanically; design timing and estimand still govern the choice.,
JFE,2022,10.1016/j.jfineco.2021.12.013,Revealing corruption: Firm and worker level evidence from Brazil,did_policy_corruption,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Moves from audit assignment and identification to firm growth, procurement, workers, indirect effects, and competing mechanisms in a disciplined causal sequence.",Audit exposure and corruption institutions are specific; firm and worker effects do not automatically identify organizational mechanisms.,
JFE,2022,10.1016/j.jfineco.2021.09.024,The effects of disclosure and enforcement on payday lending in Texas,policy_did_consumer_credit,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,Separates disclosure from enforcement interventions and reports lender and borrower responses without collapsing heterogeneous ordinances into one treatment story.,"Disclosure and enforcement vary across ordinances, so a single pooled label can conceal treatment heterogeneity and implementation differences.",
JFE,2024,10.1016/j.jfineco.2023.103775,Regulatory costs of being public: Evidence from bunching estimation,bunching_threshold_regulation,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Introduces bunching intuition before estimation, documents manipulation, varies counterfactual distributions and windows, and limits cost interpretation to the threshold setting.",Bunching estimates require a credible counterfactual density and behavioral interpretation; threshold avoidance is not standard RDD evidence.,
JFE,2024,10.1016/j.jfineco.2024.103797,How does competition affect retail banking? Quasi-experimental evidence from bank mergers,did_quasi_experiment_competition,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Makes the intervention, DiD comparison, assumptions, first market-structure effect, product outcomes, placebos, and local scope visible in separate steps.",The effect is local to merger-review intervention and particular banking products; do not infer total consumer welfare from observed prices and quantities.,
JFE,2024,10.1016/j.jfineco.2024.103854,"Financial inclusion, economic development, and inequality: Evidence from Brazil",multiple_designs_policy_rollout,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Moves from a banking-access reform to inclusion, development, inequality, and aggregate outcomes, then uses distance and consumption-versus-business tests to narrow mechanisms.",The reform changes several margins and aggregate extrapolation needs extra assumptions; distance patterns do not prove one mechanism.,
JFE,2024,10.1016/j.jfineco.2024.103817,The effect of female leadership on contracting from Capitol Hill to Main Street,rdd_leadership_contracting,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Pairs a close-election RDD with validity, placebo, and supply- versus demand-side mechanism sections, making local scope and timing inspectable.",Close-election RDD estimates are local and political leadership can affect multiple contracting margins; mechanisms remain conditional.,
JFE,2025,10.1016/j.jfineco.2025.104062,Trust as an entry barrier: Evidence from FinTech adoption,did_fintech_trust,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Organizes a scandal-based DiD around trust identification, parallel trends, spillovers, falsification, FinTech adoption, and bounded heterogeneity.",A scandal may have correlated spillovers and FinTech adoption is context-specific; machine-learned heterogeneity is not mechanism proof.,
JFE,2025,10.1016/j.jfineco.2025.104081,Robust difference-in-differences analysis when there is a term structure,did_method_term_structure,core,abstract; introduction; method; examples; diagnostics; conclusion,"Demonstrates how a term structure can create false or garbled DiD effects, contrasts estimation strategies, and generalizes the diagnostic beyond one application.",The term-structure pathology is important but not present in every DiD; its remedy must match the data-generating process.,
JFE,2025,10.1016/j.jfineco.2024.103958,Credit supply and house prices: Evidence from mortgage market segmentation,policy_segmentation_quasi_experiment,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses mortgage-market segmentation to connect financing choices, quantities, prices, falsification tests, and economic magnitude without overclaiming the population.",Segmentation-based estimates rely on market boundaries and borrower sorting assumptions; falsifications do not make the effect nationally representative.,
JFE,2025,10.1016/j.jfineco.2025.104094,Price regulation in two-sided markets: Empirical evidence from debit cards,policy_did_two_sided_market,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Writes a two-sided regulation paper by tracking effects on banks, merchants, payment use, and retail prices, then confines interpretation to observed margins.","Observed bank, merchant, and consumer margins are not a complete welfare calculation, and Durbin regulation is institution-specific.",
JFE,2025,10.1016/j.jfineco.2024.103973,Household mobility and mortgage rate lock,iv_selection_household_mobility,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Explains mobility under mortgage-rate lock with an empirical hazard design, selection-aware comparisons, robustness tests, and an explicit discussion of scope.",The mortgage-rate-lock effect depends on household selection and rate environments; hazard estimates need not identify every mobility channel.,
JFE,2025,10.1016/j.jfineco.2024.103989,The SOFR discount,policy_event_study_benchmark_transition,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses a benchmark transition and temporary reprieve to sequence secondary-market evidence, alternative specifications, liquidity explanations, and a restrained conclusion.",The reprieve and benchmark transition are singular events; liquidity evidence can narrow but not uniquely establish the pricing channel.,
RFS,2020,10.1093/rfs/hhz076,Financial Literacy Externalities,iv_peer_effects_financial_literacy,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Separates correlated peer exposure from imitation, education, mobility, and local-labor-market accounts, showing how mechanism alternatives can structure a peer-effects paper.",Peer exposure can reflect correlated environments and mobility; the alternative tests narrow rather than eliminate every peer-effect confound.,
RFS,2021,10.1093/rfs/hhaa060,Do Neighborhoods Affect the Credit Market Decisions of Low-Income Borrowers? Evidence from the Moving to Opportunity Experiment,rct_household_credit,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Defines treatment arms and the causal neighborhood object, links random assignment to long-run credit records, and separates credit-demand, credit-supply, and income channels.","Random assignment identifies neighborhood offers and treatment arms, not every downstream channel; compliance and long-run scope remain explicit.",
RFS,2021,10.1093/rfs/hhaa108,Side Effects of Nudging: Evidence from a Randomized Intervention in the Credit Card Market,rct_nudge_unintended_effects,section_specific,abstract; introduction; experimental design; intended/unintended results; discussion,Makes intended and unintended effects equally visible in a randomized nudge and connects attention and psychology evidence to the observed overdraft response.,The treatment is a specific credit-card reminder; unintended effects should not be generalized to all nudges or all borrowers.,
RFS,2021,10.1093/rfs/hhab010,What If Dividends Were Tax-Exempt? Evidence from a Natural Experiment,did_natural_experiment_tax,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses a tax exemption as a natural experiment and reports payout, prices, investment, equity, and cash in an order that exposes which margins adjust.",The tax experiment and payout institutions are special; effects across corporate margins need not imply a complete welfare conclusion.,
RFS,2022,10.1093/rfs/hhab105,Does Career Risk Deter Potential Entrepreneurs?,rdd_entrepreneurship_mechanisms,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Makes the cutoff intuitive, audits validity, and uses explicit rule-out and rule-in tests to distinguish direct career risk from an indirect mechanism.",The RDD is local to the career-risk cutoff and the direct-mechanism evidence remains tied to that institutional margin.,
RFS,2022,10.1093/rfs/hhab091,"Capital Spillover, House Prices, and Consumer Spending: Quasi-Experimental Evidence from House Purchase Restrictions",did_quasi_experiment_spillovers,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Starts with quasi-experimental house-purchase restrictions, then combines DiD, survey evidence, alternatives, marginal propensity benchmarks, and external-validity limits.",Housing restrictions generate complex spillovers and survey evidence adds assumptions; the reported MPC is not universally transportable.,
RFS,2023,10.1093/rfs/hhac060,Credit Building or Credit Crumbling? A Credit Builder Loan’s Effects on Consumer Behavior and Market Efficiency in the United States,rct_credit_building,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Reports experimental average effects before heterogeneous effects and market-efficiency implications, with an explicit external-validity question.",The intervention and participants are selected; average and heterogeneous effects do not automatically generalize to the broader credit market.,
RFS,2023,10.1093/rfs/hhad036,Financial Crises and the Transmission of Monetary Policy to Consumer Credit Markets,iv_monetary_transmission,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Begins from theoretically ambiguous transmission, then lets 2SLS, identification discussion, placebos, alternative sensitivities, mechanisms, and external validity resolve it.",The lender and crisis setting constrain external validity; placebo and channel tests cannot prove a unique monetary-transmission mechanism.,
RFS,2023,10.1093/rfs/hhac092,Deposit Insurance and Depositor Behavior: Evidence from Colombia,bunching_did_deposit_insurance,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Combines observed bunching with DiD and keeps mechanisms and alternative explanations together, so depositor behavior is tied closely to insurance thresholds.",Bunching can reflect several motives and the DiD comparison carries timing assumptions; insurance thresholds are institution-specific.,
RFS,2023,10.1093/rfs/hhac057,Estimating General Equilibrium Spillovers of Large-Scale Shocks,multiple_designs_spillovers_method,section_specific,abstract; introduction; estimand framework; bias diagnostics; application; conclusion,"Defines direct and spillover estimands, identifies nonlinear and mismeasurement biases, and shows how to diagnose them before making equilibrium or policy claims.","This is a spillover-method template, not evidence that every estimated indirect effect is general equilibrium or policy relevant.",
RFS,2024,10.1093/rfs/hhae005,Digital Payments and Consumption: Evidence from the 2016 Demonetization in India,iv_did_digital_payments,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Compresses shock, first stage, magnitude, persistence, and scope, then assigns tests to purchase substitution, income shocks, credit supply, and the exclusion restriction.","Demonetization is an unusual shock, and the exclusion restriction plus purchase-substitution tests remain design-specific.",
RFS,2024,10.1093/rfs/hhae013,Managing Mental Accounts: Payment Cards and Consumption Expenditures,staggered_did_rdit_consumption,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Triangulates staggered DiD, regression discontinuity in time, and standard DiD, with alternative groups and explanations attached to named threats.",RDiT and staggered DiD have distinct timing assumptions; agreement across them is not automatic proof against all concurrent shocks.,
RFS,2024,10.1093/rfs/hhae015,Digitalization and Retirement Contribution Behavior: Evidence from Administrative Data,multiple_designs_rollout_rct,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Gives rollout-based quasi-experimental and randomized evidence distinct jobs, then links both to retirement contributions and a bounded mechanism discussion.",Rollout and experiment identify different margins; their convergence does not make digitalization effects universal.,
RFS,2024,10.1093/rfs/hhae045,Proxy Advisory Firms and Corporate Shareholder Engagement,rdd_governance,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Pairs a governance discontinuity with design, placebo, engagement outcomes, and follow-on tests rather than treating the threshold as self-validating.",The governance cutoff yields a local comparison and proxy-advisor engagement may have multiple pathways; placebos are diagnostic only.,
RFS,2024,10.1093/rfs/hhae051,The Impact of Crisis-Period Interest Rate Declines on Distressed Borrowers,iv_distressed_borrowers,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Places the mortgage-rate instrument, identification robustness, falsification, borrower outcomes, and welfare interpretation in a transparent evidentiary sequence.",The instrument and crisis-period rate movements are setting-specific; welfare calculations require assumptions beyond the reduced form.,
RFS,2025,10.1093/rfs/hhaf041,How Does Removing the Tax Benefits of Debt Affect Firms? Evidence from the 2017 U.S. Tax Reform,rdd_did_tax_policy,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Keeps manipulation, predetermined characteristics, magnitude, robustness, falsification, and a DiD alternative around one threshold-based tax estimand.","The RDD estimate is local to the tax threshold, and the long conclusion should not be imitated as a generic section target.",
RFS,2025,10.1093/rfs/hhaf038,"Finance, Advertising, and Race",did_advertising_race,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Uses deregulation-based DiD to connect advertising, deposits, racial targeting, language measures, and a persuasion mechanism while preserving interpretive caution.","Deregulation, advertising language, and racial targeting may share concurrent changes; persuasion evidence narrows rather than proves the mechanism.",
RFS,2025,10.1093/rfs/hhaf008,Effects of Credit Expansions on Stock Market Booms and Busts,rdd_panel_credit_expansion,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,Combines a discontinuity with panel estimates to move from credit expansion to boom-and-bust dynamics and separates implementation from reduced-form evidence.,Discontinuity and panel specifications identify different margins; boom-and-bust dynamics should not be generalized beyond the credit expansion.,
RFS,2025,10.1093/rfs/hhaf009,The Financial Consequences of Pretrial Detention,iv_pretrial_detention_household,core,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,"Makes judge-based IV validity, household spillovers, financial outcomes, and bail-related mechanisms separate, auditable elements of the argument.","Judge assignment supports a local IV object, while within-household spillovers complicate unit-of-treatment and welfare interpretation.",
RFS,2025,10.1093/rfs/hhae075,The Role of Intermediaries in Selection Markets: Evidence from Mortgage Lending,selection_two_stage_mortgage,section_specific,abstract; introduction; design; validation/robustness; mechanisms/boundaries; conclusion,Uses two-stage selection correction to distinguish intermediary choice from pricing and benchmarks results against a model that ignores endogenous channel selection.,Selection correction depends on exclusion and functional-form assumptions; intermediary effects are not model-free causal estimates.,
