journal,canonical_year,doi,title,subtype,selection_tier,selected_sections,teaching_function,transfer_limit,metadata_note
JFE,2023,10.1016/j.jfineco.2023.103710,Competition and selection in credit markets,theory_empirics_hybrid_intermediation_markets,section_specific,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Derives the counterintuitive competition-and-selection prediction, maps it to risky-borrower tests and administrative evidence, and groups alternative channels rather than adding a structural counterfactual.","Empirical facts can support discriminating predictions but do not validate every model primitive; keep motivating, targeted, and genuinely untargeted evidence distinct.",
JFE,2022,10.1016/j.jfineco.2021.06.042,Venture capital contracts,structural_estimation_corporate_household,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"States the venture-contract identification problem before the search model, links moments to search frictions and matching, and uses counterfactuals to separate equilibrium effects.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
JFE,2023,10.1016/j.jfineco.2023.103719,Sorting out the effect of credit supply,structural_estimation_intermediation_markets,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Uses nonrandom bank-firm sorting to motivate an assignment model, develops comparative statics, takes equilibrium to the data, and constructs a credit-supply decomposition.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
JFE,2023,10.1016/j.jfineco.2023.06.003,Index providers: Whales behind the scenes of ETFs,structural_estimation_asset_pricing_macro,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Builds a model of index providers and ETF issuers, estimates market power, and gives entry and elasticity counterfactuals distinct economic jobs.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
JFE,2023,10.1016/j.jfineco.2023.07.001,"Cheapest-to-deliver pricing, optimal MBS securitization, and welfare implications",structural_estimation_intermediation_markets,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"States payoff and pooling-cost identification, estimates the securitization model, quantifies welfare, and separates counterfactual and policy implications.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
JFE,2024,10.1016/j.jfineco.2024.103811,Limited attention to detail in financial markets: Evidence from reduced-form and structural estimation,theory_empirics_hybrid_intermediation_markets,section_specific,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Explains why reduced-form evidence cannot settle limited attention, lists confounds, and uses structural estimation to quantify the interpretation without presenting the model as independent proof.",The structural model addresses specific confounds in one reused design; it is not a compulsory add-on to every natural experiment or independent causal validation.,
JFE,2024,10.1016/j.jfineco.2024.103779,"Capital budgeting, uncertainty, and misallocation",quantitative_calibrated_corporate_household,core,abstract; introduction; model; calibration/targets; fit/validation; quantitative results/counterfactuals; conclusion,"Defines the learning friction and equilibrium, distinguishes external estimates from internally calibrated parameters, checks model implications, and states counterfactual construction explicitly.","Quantitative magnitudes depend on calibrated targets, parameter invariance, equilibrium closure, and sensitivity; matching calibration moments is not independent validation.",
JFE,2025,10.1016/j.jfineco.2025.104083,A quantitative analysis of bank lending relationships,quantitative_calibrated_intermediation_markets,core,abstract; introduction; model; calibration/targets; fit/validation; quantitative results/counterfactuals; conclusion,"Maps lending relationships from the model to data, separates externally set, directly estimated, and jointly estimated parameters, validates the model, and decomposes surplus and shocks.","Quantitative magnitudes depend on calibrated targets, parameter invariance, equilibrium closure, and sensitivity; matching calibration moments is not independent validation.",
JFE,2025,10.1016/j.jfineco.2025.103996,Optimal illiquidity,pure_theory_intermediation_markets,section_specific,abstract; introduction; model setup; equilibrium/propositions; intuition/comparative statics; welfare/policy or extensions; conclusion,"Moves from a minimal illiquidity model to optimal policy under alternative utility assumptions, checks robustness with transfers and heterogeneity, and compares with a calibrated U.S. system.","The normative or comparative-static result is conditional on the stated information, timing, equilibrium selection, and welfare criterion; do not transplant the proposition or policy sign without those primitives.",
RFS,2020,10.1093/rfs/hhz112,Monetary Transmission through Shadow Banks,structural_estimation_intermediation_markets,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Uses a structural bank-competition model to distinguish shadow-bank transmission, states identification and estimates, and then evaluates monetary and macroprudential counterfactuals.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2020,10.1093/rfs/hhaa034,Production Networks and Stock Returns: The Role of Vertical Creative Destruction,theory_empirics_hybrid_asset_pricing_macro,core,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Connects production-network facts to a general-equilibrium mechanism, calibration, quantitative results, discriminating predictions, and empirical tests before discussing alternatives.","The production-network mechanism needs its full hybrid evidence chain; the number of facts, predictions, and robustness exercises is not a universal target.",
RFS,2021,10.1093/rfs/hhaa095,Marketing Mutual Funds,structural_estimation_intermediation_markets,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Defines marketing and search equilibrium, estimates search parameters, reports counterfactual market shares, and makes investor-welfare accounting explicit.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2021,10.1093/rfs/hhaa040,Decentralized Mining in Centralized Pools,pure_theory_asset_pricing_macro,core,abstract; introduction; model setup; equilibrium/propositions; intuition/comparative statics; welfare/policy or extensions; conclusion,"Introduces mining-pool agents and a frictionless benchmark, characterizes equilibrium pool growth through propositions, and keeps extensions and proofs outside the main mechanism path.","The normative or comparative-static result is conditional on the stated information, timing, equilibrium selection, and welfare criterion; do not transplant the proposition or policy sign without those primitives.",
RFS,2021,10.1093/rfs/hhaa083,Corporate Money Demand,theory_empirics_hybrid_corporate_household,section_specific,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Uses a parsimonious model of corporate money demand to derive comparative statics and empirical implications, then connects them to estimation and monetary policy.","Empirical facts can support discriminating predictions but do not validate every model primitive; keep motivating, targeted, and genuinely untargeted evidence distinct.",
RFS,2022,10.1093/rfs/hhac006,Acquiring Innovation under Information Frictions,structural_estimation_corporate_household,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Moves from innovation-acquisition information frictions to solution and implications, then states identification, estimation, benchmarks, robustness, and policy consequences.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2025,10.1093/rfs/hhae058,The Effects of Macroeconomic Shocks: Household Financial Distress Matters,quantitative_calibrated_corporate_household,core,abstract; introduction; model; calibration/targets; fit/validation; quantitative results/counterfactuals; conclusion,"Separates life-cycle model estimation from aggregate-shock calibration, validates the model with marginal propensities to consume, and only then interprets macro-shock consequences.","Quantitative magnitudes depend on calibrated targets, parameter invariance, equilibrium closure, and sensitivity; matching calibration moments is not independent validation.",Canonical year 2025; local source folder 2024.
RFS,2022,10.1093/rfs/hhab052,"Selection, Leverage, and Default in the Mortgage Market",structural_estimation_intermediation_markets,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Makes leverage demand, default, selection, and identification challenges visible before joining the empirical model and using simulations for ex ante regulation.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2023,10.1093/rfs/hhac059,A Quantitative Model of Dynamic Moral Hazard,structural_estimation_asset_pricing_macro,core,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Connects optimal-contract characterization to structural estimation and parameter implications, then uses a quantitative dynamic-moral-hazard model for transparent counterfactual exercises.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2023,10.1093/rfs/hhac089,"Watch What They Do, Not What They Say: Estimating Regulatory Costs from Revealed Preferences",structural_estimation_asset_pricing_macro,section_specific,abstract; introduction; model; structural identification/estimation; fit/validation; counterfactuals/welfare or decomposition; conclusion,"Uses revealed bunching choices to motivate a structural cost model, derives the likelihood estimators, and keeps direct versus indirect regulatory-cost interpretation distinct.","Parameter estimates and counterfactuals are conditional on the model, normalizations, identifying moments, and equilibrium closure; statistical precision does not remove misspecification risk.",
RFS,2023,10.1093/rfs/hhac077,The Missing Homebuyers: Regional Heterogeneity and Credit Contractions,quantitative_calibrated_intermediation_markets,core,abstract; introduction; model; calibration/targets; fit/validation; quantitative results/counterfactuals; conclusion,"Builds a spatial macro-finance equilibrium around regional and cohort heterogeneity, calibrates it, and uses dynamic welfare analysis to interpret credit contractions.","Quantitative magnitudes depend on calibrated targets, parameter invariance, equilibrium closure, and sensitivity; matching calibration moments is not independent validation.",
RFS,2023,10.1093/rfs/hhac044,Counterparty Risk: Implications for Network Linkages and Asset Prices,theory_empirics_hybrid_asset_pricing_macro,core,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Starts from network and asset-pricing facts, builds the counterparty-risk model, calibrates it, compares model and data on those facts, and inspects the central mechanism.","Empirical facts can support discriminating predictions but do not validate every model primitive; keep motivating, targeted, and genuinely untargeted evidence distinct.",
RFS,2024,10.1093/rfs/hhae010,A Dynamic Theory of Lending Standards,pure_theory_intermediation_markets,core,abstract; introduction; model setup; equilibrium/propositions; intuition/comparative statics; welfare/policy or extensions; conclusion,"Separates primitives, borrower choices, equilibrium, steady states, dynamics, externalities, welfare, and policy, while moving all long proofs and extra assumptions to appendices.",The welfare and policy implications rely on a specialized dynamic lending-standard environment; do not treat long proof appendices as a writing-quality metric.,
RFS,2024,10.1093/rfs/hhad060,Dynamic Equilibrium with Costly Short-Selling and Lending Market,pure_theory_intermediation_markets,section_specific,abstract; introduction; model setup; equilibrium/propositions; intuition/comparative statics; welfare/policy or extensions; conclusion,"States equilibrium shorting fees, prices, risk, and activity as propositions, builds intuition around the lending market, and relegates multiple-stock and friction extensions to appendices.","The normative or comparative-static result is conditional on the stated information, timing, equilibrium selection, and welfare criterion; do not transplant the proposition or policy sign without those primitives.",
RFS,2025,10.1093/rfs/hhae062,Dynamic Market Making with Asymmetric Information and Market Power,theory_empirics_hybrid_intermediation_markets,core,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Contrasts agency and principal market-making equilibria, calibrates the framework, maps asymmetric information and market power into implications, and keeps proofs traceable.","Empirical facts can support discriminating predictions but do not validate every model primitive; keep motivating, targeted, and genuinely untargeted evidence distinct.",Canonical year 2025; local source folder 2024.
RFS,2025,10.1093/rfs/hhaf045,Π-CAPM: The Classical CAPM with Probability Weighting and Skewed Assets,theory_empirics_hybrid_asset_pricing_macro,section_specific,abstract; introduction; model/mechanism; discriminating predictions; empirical mapping/tests; alternatives/boundaries; conclusion,"Introduces one probability-weighting modification, derives distinct skewness and correlation-pricing propositions, calibrates the extension, and maps predictions to multiple empirical domains.","Official title is Π-CAPM; the local OCR/index reads 5-CAPM. The probability-weighting specification and its predictions are specialized, not a generic behavioral template.",Official OUP title verified; local MinerU/index OCR misreads Π as 5.
